,RNA.Enterocytes.BEST4
RP11-83N9.5,0.0
C9orf69,0.231052039
QSOX2,0.0
GPSM1,0.0
DNLZ,0.005987909
CARD9,0.0
SNAPC4,0.034832305
SDCCAG3,0.038139989
PMPCA,0.057095931
INPP5E,0.036331332
SEC16A,0.270250324
C9orf163,0.0
NOTCH1,0.056706914
RP11-611D20.2,0.0
RP11-251M1.1,0.0
EGFL7,0.005565747
AGPAT2,1.601329994
FAM69B,0.0
SNHG7,0.238011956
LCN6-ENSG00000267206,0.0
LCN8,0.0
TMEM141,4.127455909
CCDC183,0.060390405
RABL6,1.266617093
PHPT1,2.298879142
MAMDC4,0.026565223
EDF1,7.344314272
TRAF2,0.082989346
FBXW5,1.417088421
C8G,0.067170272
LCN12,0.0
PTGDS,0.0
C9orf142,0.241073372
CLIC3,0.089394839
ABCA2,0.0
C9orf139,0.0
FUT7,0.0
RP11-229P13.20,0.0
NPDC1,0.079257269
ENTPD2,0.055336466
RP11-229P13.15,0.0
SAPCD2,0.077639752
UAP1L1,0.083994087
MAN1B1,0.303100359
DPP7,0.061234646
LRRC26,0.047300582
TMEM210,0.0
ANAPC2,0.008282534
SSNA1,1.363760528
TPRN,1.091381309
TMEM203,0.11458925
NDOR1,0.0
RNF208,0.017607122
C9orf169,0.0
TUBB4B,5.260956283
FAM166A,0.0
NELFB,0.246791304
TOR4A,0.195360814
NRARP,1.245410446
EXD3,0.744823705
NOXA1,0.009563594
ENTPD8,0.456608634
NSMF,0.088822511
PNPLA7,0.133744003
MRPL41,2.230313793
DPH7,0.066397276
ZMYND19,0.0
ARRDC1,0.868815714
C9orf37,0.04042282
EHMT1,0.19528729
CACNA1B,0.0
FAM157B,0.0
ZMYND11,0.255302575
DIP2C,0.0
PRR26,0.056791056
RP11-809C18.4,0.093689102
LARP4B,0.700719548
AL359878.1,0.0
GTPBP4,0.114035637
IDI2-AS1,0.0
IDI1,0.499191162
WDR37,0.0
ADARB2,0.0
RP11-118K6.3,0.0
PFKP,0.551977546
PITRM1,0.175909629
RP11-184A2.2,0.0
KLF6,5.099680429
LINC00702,0.0
AKR1E2,0.0
AKR1C1,0.063796811
AKR1C2,0.091200934
RP11-499O7.7,0.0
AKR1C3,3.205601692
AKR1CL1,0.0
AKR1C4,0.0
UCN3,0.0
TUBAL3,0.034462009
NET1,1.294283927
CALML3,0.0
RP11-336A10.5,0.0
ASB13,0.138132515
FAM208B,0.296798659
GDI2,1.828479133
RP11-318E3.9,0.0
ANKRD16,0.076144218
FBXO18,0.192876456
RP11-536K7.3,0.0
IL15RA,0.0
IL2RA,0.019139489
RBM17,1.322398081
PFKFB3,0.015967158
RP11-414H17.5,0.0
RP11-563J2.2,0.0
DKFZP667F0711,0.0
PRKCQ,0.0
PRKCQ-AS1,0.0
LINC00707,0.0
SFMBT2,0.037736988
ITIH5,0.0
KIN,0.430389076
ATP5C1,3.363630353
TAF3,0.198729987
GATA3-AS1,0.0
GATA3,0.0
SFTA1P,0.0
CELF2,0.099741873
USP6NL,0.269016941
RP11-138I18.2,0.0
ECHDC3,0.0
PROSER2,0.0
UPF2,0.687435772
DHTKD1,0.2867688
SEC61A2,0.083836351
NUDT5,0.331774824
CDC123,0.315356399
RP11-186N15.3,0.0
CAMK1D,0.856220219
CCDC3,0.0
OPTN,2.225921519
MCM10,0.0
PHYH,0.835679148
AL138764.1,0.0
SEPHS1,0.108989578
BEND7,0.325455716
PRPF18,0.137980644
RP11-295P9.3,0.0
FRMD4A,0.0
RP11-295P9.12,0.0
RP11-295P9.8,0.0
FAM107B,0.707017489
CDNF,0.0
HSPA14,0.119117935
RP11-398C13.6,0.0
SUV39H2,0.0
DCLRE1C,0.005565747
MEIG1,0.0
ACBD7,0.0
C10orf111,0.0
RPP38,0.376981659
NMT2,0.437620935
FAM171A1,0.1134228
ITGA8,0.0
FAM188A,0.090802484
PTER,0.540399113
RSU1,0.302524804
CUBN,0.0
TRDMT1,0.008282534
VIM-AS1,0.0
VIM,0.009563594
ST8SIA6,0.0
PTPLA,0.005987909
RP11-390B4.5,0.0
STAM,0.208544239
TMEM236,0.024898414
MRC1L1,0.0
TMEM236-ENSG00000184040,0.028471266
MRC1,0.0
SLC39A12,0.0
CACNB2,0.005565747
RP11-499P20.2,0.119889677
NSUN6,0.020856275
RP11-139J15.7,0.0
ARL5B-AS1,0.0
ARL5B,0.094126982
MALRD1,0.0
RP11-49L2.1,0.0
RP11-354E11.2,0.0
PLXDC2,0.311777586
RP11-575A19.2,0.0
NEBL,0.407760998
C10orf113,0.0
NEBL-AS1,0.019139489
CASC10,0.0
SKIDA1,0.0
MLLT10,0.048635327
DNAJC1,0.503514352
COMMD3,0.412198172
BMI1,0.0472386
SPAG6,0.0
PIP4K2A,0.198006166
MSRB2,1.342637168
RP11-371A19.2,0.0
OTUD1,0.253421828
KIAA1217,0.703330216
ARHGAP21,0.64206352
PRTFDC1,0.0
RP11-165A20.3,0.0
ENKUR,0.0
THNSL1,0.123007851
APBB1IP,0.044743331
PDSS1,0.285393238
RP13-16H11.5,0.0
ABI1,0.690754113
ANKRD26,0.235041593
YME1L1,0.907151705
MASTL,0.0
ACBD5,0.171566118
RAB18,0.819942783
MPP7,0.232567685
WAC-AS1,0.442901576
WAC,0.935253197
BAMBI,0.0
PTCHD3P1,0.17313053
SVIL,0.15576863
KIAA1462,0.0
MTPAP,0.112102817
MAP3K8,0.148306803
ZNF438,0.0
ZEB1,0.0
RP11-472N13.3,0.0
ARHGAP12,0.448967454
KIF5B,1.662886143
EPC1,1.00588039
CCDC7,0.03213097
C10ORF68,0.0
RP11-479G22.8,0.04114549
ITGB1,2.087616417
RP11-462L8.1,0.0
NRP1,0.136613748
PARD3,0.23257221
CUL2,0.222103653
RP11-297A16.2,0.182215743
CREM,0.173035543
CCNY,0.226068714
RP11-324I22.4,0.0
RP11-425A6.5,0.0
FZD8,0.0
NAMPTL,0.053177912
MTRNR2L7,0.0
RP11-258F22.1,0.0
ZNF248,0.034714508
RP11-162G10.5,0.0
ZNF25,0.0
ZNF33A,0.167535822
ZNF37A,0.029370301
RP11-508N22.12,0.0
LINC00839,0.0
ZNF33B,0.415800486
BMS1,0.044540976
RET,0.0
RP11-351D16.3,0.0
CSGALNACT2,0.119686464
RASGEF1A,0.0
FXYD4,0.0
HNRNPF,0.861357622
RP11-517P14.2,0.009340487
ZNF487,0.0
ZNF239,0.0
ZNF485,0.0
ZNF32,0.156482305
LINC00619,0.0
CXCL12,0.0
RASSF4,0.033390319
C10orf10,0.041915364
C10orf25,0.0
ZNF22,0.231460354
ALOX5,0.0
Mar-08,0.100865251
ZFAND4,0.020019218
FAM21C,0.373130937
AGAP4,0.0
RP11-38L15.2,0.0
RP11-38L15.3,0.0
SYT15,0.0
GPRIN2,0.087540332
NPY4R,0.0
AGAP10,0.0
RP11-292F22.7,0.033390319
FAM21B,0.0
ZNF488,0.0
MAPK8,0.03047294
ARHGAP22,0.0
WDFY4,0.0
VSTM4,0.0
C10orf128,0.019139489
ERCC6,0.057443098
OGDHL,0.0
PARG,0.0
AGAP8,0.0
RP11-592B15.9,0.0
MSMB,0.0
NCOA4,0.666127321
TIMM23,0.372285463
LINC00843,0.0
AGAP6,0.0
FAM21A,0.195682086
ASAH2,0.0
SGMS1,0.014906234
AC069547.2,0.0
RP11-50E11.3,0.0
ASAH2B,0.0
A1CF,2.350652895
PRKG1,0.288229456
RP11-96B5.3,0.0
CSTF2T,0.045165493
DKK1,0.0
MTRNR2L5,0.0
ZWINT,0.120113863
IPMK,0.280382193
CISD1,0.700139131
UBE2D1,0.551622536
TFAM,0.347953056
BICC1,0.0
PHYHIPL,0.0
FAM13C,0.0
RP11-135D11.2,0.0
SLC16A9,0.251302688
CCDC6,0.585724723
C10orf40,0.0
ANK3,0.806578109
RP11-388P9.2,0.020856275
RP11-131N11.4,0.0
CDK1,0.0
RHOBTB1,0.0
TMEM26,0.0
ARID5B,0.046647922
RTKN2,0.0
ADO,0.0
EGR2,0.0
NRBF2,0.505238842
JMJD1C,1.503231691
JMJD1C-AS1,0.0
REEP3,0.628192101
RP11-179K3.2,0.0
RP11-222A11.1,0.0
DNAJC12,0.100660332
RP11-57G10.8,0.0
SIRT1,0.078274124
HERC4,0.547424153
MYPN,0.0
ATOH7,0.0
RP11-153K11.3,0.0
PBLD,0.351394134
HNRNPH3,2.105043087
RUFY2,0.131596344
DNA2,0.0
SLC25A16,0.170418322
TET1,0.0
CCAR1,0.483319677
STOX1,0.0
DDX50,0.103574215
DDX21,0.63147186
KIAA1279,0.159305582
SRGN,0.014270443
VPS26A,0.83465625
SUPV3L1,0.010401411
HKDC1,0.163526949
HK1,0.335108824
TACR2,0.0
TSPAN15,0.486530442
RP11-343J3.2,0.0
C10orf35,0.050415423
RP11-242G20.1,0.135076724
COL13A1,0.0
H2AFY2,0.055781728
AIFM2,0.386550087
TYSND1,0.0
SAR1A,0.347944747
PPA1,2.645757222
NPFFR1,0.0
LRRC20,0.013068752
EIF4EBP2,1.457502204
AC022532.1,0.0
PALD1,0.0
PRF1,0.0
ADAMTS14,0.056833682
SGPL1,0.327064078
RP11-432J9.5,0.0
PCBD1,0.853980146
UNC5B,0.18833667
UNC5B-AS1,0.14589169
SLC29A3,0.077996955
CDH23,0.0
C10orf105,0.0
C10orf54,0.734027853
PSAP,1.911350337
CHST3,0.0
SPOCK2,0.008282534
ASCC1,0.051758086
ANAPC16,1.201320111
DDIT4,0.201951968
DNAJB12,0.380098057
MICU1,0.357664863
MCU,0.545026273
OIT3,0.0
PLA2G12B,0.0
P4HA1,0.903198619
RP11-344N10.5,0.0
NUDT13,0.023089143
RP11-152N13.16,0.0
ECD,0.020549071
FAM149B1,0.0
DNAJC9,0.091625427
MRPS16,0.819374386
DNAJC9-AS1,0.0
RP11-152N13.5,0.0
TTC18,0.0
ANXA7,0.567082928
MSS51,0.0
PPP3CB,0.248181564
USP54,0.542400358
RP11-464F9.20,0.0
MYOZ1,0.0
SYNPO2L,0.0
AGAP5,0.0
RP11-574K11.29,0.0
SEC24C,0.439581874
AC022400.2,0.0
FUT11,0.0
CHCHD1,1.304758866
ZSWIM8,0.149915201
RP11-574K11.31,0.0
NDST2,0.0
CAMK2G,0.449496322
PLAU,0.0
C10orf55,0.0
VCL,0.459680552
RP11-178G16.4,0.113708321
RP11-178G16.5,0.0
AP3M1,0.20598792
ADK,0.050745126
KAT6B,0.272443607
SAMD8,0.195785739
VDAC2,3.41591107
COMTD1,1.110532785
ZNF503-AS1,0.041342535
ZNF503,0.023089143
RP11-399K21.13,0.0
C10orf11,0.0
KCNMA1,0.0
RP13-39P12.3,0.0
DLG5,0.0
DLG5-AS1,0.0
POLR3A,0.062826391
RPS24,21.1896724
LINC00595,0.0
ZMIZ1-AS1,0.0
ZMIZ1,0.507505945
PPIF,0.137919096
ZCCHC24,0.0
EIF5AL1,0.039177584
SFTPA2,0.008282534
RP11-506M13.3,0.0
RP11-119F19.2,0.021843897
RP11-773D16.1,0.083205499
RP11-182L21.6,0.0
SFTPD,0.0
RP11-479O17.10,0.0
TMEM254-AS1,0.0
TMEM254,0.136081969
PLAC9,0.0
ANXA11,3.168735635
LINC00857,0.0
FAM213A,0.967272741
RP11-137H2.6,0.0
TSPAN14,0.163171862
RP11-338I21.1,0.244293999
GHITM,2.88227477
C10orf99,6.179342445
CDHR1,0.056360118
CCSER2,0.0
WAPAL,0.549438335
RP11-77P6.2,0.013068752
LDB3,0.0
RP11-359E3.4,0.0
BMPR1A,0.049470742
MMRN2,0.0
SNCG,0.0
ADIRF,3.181285357
RP11-96C23.15,0.0
GLUD1,0.202933632
FAM35A,0.529667124
NUTM2A-AS1,0.151874417
LINC00863,0.005987909
MINPP1,0.038528192
PAPSS2,1.399226896
ATAD1,0.133585359
KLLN,0.274708499
PTEN,0.748224058
RNLS,0.171331825
ANKRD22,0.093967187
STAMBPL1,0.0
ACTA2-AS1,0.0
ACTA2,0.0
FAS,0.316813367
CH25H,0.0
LIPA,0.066771854
RP11-149I23.3,0.0
IFIT2,0.054070468
IFIT3,0.384046862
IFIT1,0.162150504
IFIT5,0.051333463
SLC16A12,0.0
PANK1,0.057322063
RP11-80H5.2,0.0
RP11-80H5.9,0.0
RP11-80H5.7,0.0
KIF20B,0.090695678
LINC00865,0.019139489
HTR7,0.0
RPP30,0.18437962
PCGF5,0.265017289
HECTD2,0.0
PPP1R3C,0.0
TNKS2-AS1,0.0
TNKS2,0.390292489
FGFBP3,0.0
RP11-402D21.2,0.0
BTAF1,0.080750018
CPEB3,0.0
Mar-05,0.25315244
IDE,0.097020783
KIF11,0.0
HHEX,0.0
EXOC6,0.0
CYP26A1,0.0
MYOF,0.363508751
CEP55,0.0
FFAR4,0.646511085
RBP4,0.095697443
FRA10AC1,0.127556475
SLC35G1,0.050116755
PLCE1,1.612293566
RP11-76P2.4,0.0
NOC3L,0.424742069
TBC1D12,0.265193186
HELLS,0.0
CYP2C18,0.005565747
CYP2C19,0.0
CYP2C9,0.017607122
CYP2C8,0.0
C10orf129,0.0
PDLIM1,4.852650426
SORBS1,0.042235437
ALDH18A1,0.689452335
TCTN3,0.54279648
ENTPD1,0.056876477
ENTPD1-AS1,0.0
C10orf131,0.0
RP11-248J23.6,0.0
CCNJ,0.081954696
BLNK,0.083205499
TLL2,0.0
TM9SF3,2.151625926
PIK3AP1,0.107890537
LCOR,0.854013794
C10orf12,0.016726436
RP11-175O19.4,0.050415423
ARHGAP19-SLIT1,0.0
ARHGAP19,0.0
FRAT1,0.037736988
FRAT2,0.273652923
RRP12,0.0
PGAM1,0.658108713
EXOSC1,0.099536379
ZDHHC16,0.075389823
MMS19,0.125371791
UBTD1,0.0
PI4K2A,0.027386828
MORN4,0.0
AVPI1,0.450442738
MARVELD1,0.194854493
ZFYVE27,0.132190028
SFRP5,0.0
GOLGA7B,0.0
CRTAC1,0.0
R3HCC1L,0.179758176
LOXL4,0.0
PYROXD2,0.0
HPS1,0.552497028
HPSE2,0.0
CNNM1,0.0
GOT1,0.440407555
RP11-441O15.3,0.0
NKX2-3,0.0
SLC25A28,0.141903955
RP11-85A1.3,0.0
RP11-483F11.7,0.0
ENTPD7,0.009340487
CUTC,0.109876821
COX15,0.230853691
ABCC2,0.0
DNMBP,0.436597732
DNMBP-AS1,0.0
ERLIN1,0.057859042
CHUK,0.05169608
CWF19L1,0.008282534
BLOC1S2,0.284563905
PKD2L1,0.0
SCD,0.041604434
RP11-285F16.1,0.0
SEC31B,0.040996195
NDUFB8-ENSG00000166136,2.091450154
HIF1AN,0.091561518
PAX2,0.0
RP11-179B2.2,0.0
FAM178A,0.727784651
MRPL43,0.862773982
SEMA4G,0.245347651
C10orf2,0.0
LZTS2,0.0
PDZD7,0.0
SFXN3,0.0
RP11-108L7.15,0.0
KAZALD1,0.296247146
TLX1,0.0
BTRC,0.100546976
DPCD,0.103444169
POLL,0.115996135
FBXW4,0.313797601
NPM3,0.044910487
MGEA5,0.752564837
KCNIP2,0.0
C10orf76,0.029623661
HPS6,0.108734766
LDB1,0.019139489
PPRC1,0.027609012
NOLC1,0.121685894
ELOVL3,0.0
PITX3,0.0
GBF1,0.270695849
NFKB2,0.094942136
PSD,0.0
FBXL15,0.392909665
CUEDC2,0.228652764
C10orf95,0.047366427
TMEM180,0.005565747
ACTR1A,0.432619059
RP11-18I14.11,0.0
SUFU,0.0
RP11-47A8.5,0.0
TRIM8,0.02865489
ARL3,0.056735481
SFXN2,0.056833682
WBP1L,0.248923137
CYP17A1-AS1,0.0
C10orf32,0.348737269
CNNM2,0.059326056
NT5C2,0.429802023
RPEL1,0.0
INA,0.0
PCGF6,0.067446504
TAF5,0.0
USMG5,6.021169988
PDCD11,0.165348817
CALHM2,0.0
RP11-225H22.7,0.0
NEURL1,1.201617183
SH3PXD2A,0.158715585
RP11-416N2.4,0.057603687
OBFC1,0.431596213
SLK,1.245575406
COL17A1,0.596989824
SFR1,0.026860925
GSTO1,1.11175388
GSTO2,0.138374753
ITPRIP,0.0
CCDC147-AS1,0.0
SORCS3,0.0
SORCS1,0.0
XPNPEP1,0.124320682
RP11-451M19.3,0.0
ADD3,0.8047827
MXI1,2.318588916
SMNDC1,0.342710173
RP11-525A16.4,0.0
DUSP5,0.018367767
SMC3,0.505219312
RBM20,0.042235437
PDCD4-AS1,0.009563594
PDCD4,4.598553766
BBIP1,0.12390577
RP11-348N5.7,0.0
SHOC2,0.615470467
ADRA2A,0.552929043
GPAM,0.008469523
ACSL5,1.547485598
RP11-324O2.3,0.0
RP11-324O2.6,0.0
ZDHHC6,0.388661197
VTI1A,0.196052456
TCF7L2,2.250655542
RP11-57H14.2,0.019139489
HABP2,0.0
NRAP,0.0
CASP7,1.514872937
RP11-211N11.5,0.0
PLEKHS1,0.093456825
DCLRE1A,0.189064417
NHLRC2,0.008282534
ADRB1,0.03047294
C10orf118,1.433096054
TDRD1,0.013061105
VWA2,0.0
AFAP1L2,0.110639051
ABLIM1,0.195994792
FAM160B1,0.073425752
TRUB1,0.005565747
ATRNL1,0.0
GFRA1,0.0
C10orf82,0.0
HSPA12A,0.0
RP11-539I5.1,0.118731003
ENO4,0.0
KIAA1598,0.595349199
SLC18A2,0.0
PDZD8,0.283058991
RAB11FIP2,0.051225309
CASC2,0.0
FAM204A,0.462946114
CACUL1,0.121383919
NANOS1,0.0
EIF3A,1.019025957
FAM45A,0.33733404
SFXN4,0.210642573
PRDX3,0.884804178
GRK5,0.0
RGS10,0.035487233
TIAL1,0.342010221
BAG3,0.185705845
INPP5F,0.020019218
MCMBP,0.188825502
SEC23IP,0.142795195
WDR11-AS1,0.0
WDR11,0.276806066
RP11-95I16.4,0.0
FGFR2,0.280331913
ATE1,0.180739681
ATE1-AS1,0.0
NSMCE4A,0.158324379
TACC2,0.402785087
PLEKHA1,0.281386443
HTRA1,0.0
DMBT1,5.78089821
CUZD1,0.0
FAM24B,0.0
C10orf88,0.0
PSTK,0.063827033
IKZF5,0.011442485
ACADSB,0.039604519
HMX2,0.0
BUB3,0.851115797
CPXM2,0.0
CHST15,0.0
OAT,0.277525582
LHPP,0.137541845
FAM53B,0.015551503
METTL10,0.177725523
FAM175B,0.117637929
ZRANB1,0.164317111
RP11-298J20.3,0.0
CTBP2,0.422449492
RP11-383C5.3,0.0
RP11-383C5.4,0.0
EDRF1,0.106561091
EDRF1-AS1,0.0
MMP21,0.0
UROS,0.07784617
BCCIP,0.182961965
DHX32,0.427779692
FANK1,0.0
ADAM12,0.009340487
DOCK1,0.039604519
FAM196A,0.0
CLRN3,1.116348515
PTPRE,0.119246852
MKI67,0.017119403
MGMT,0.679246994
RP11-109A6.3,0.0
LINC00959,0.0
GLRX3,0.382333272
TCERG1L,0.0
PPP2R2D,0.307330292
BNIP3,0.0
DPYSL4,0.0
STK32C,0.008282534
LRRC27,0.0
PWWP2B,0.257482373
RP11-432J24.2,0.0
C10orf91,0.0
INPP5A,0.0
NKX6-2,0.0
VENTX,0.0
MIR202HG,0.0
ADAM8,0.0
TUBGCP2,0.327386584
ZNF511,0.237869726
CALY,0.0
PRAP1,0.726960737
FUOM,0.514090377
ECHS1,2.473395501
PAOX,0.066482289
RP11-108K14.8,0.010401411
MTG1,0.033390319
CYP2E1,0.0
SYCE1,0.0
LINC01001,0.0
BET1L,0.130776766
RP11-304M2.5,0.0
RIC8A,0.498267206
SIRT3,0.070222236
PSMD13,0.550487895
NLRP6,0.0
RP11-326C3.2,0.0
ATHL1,0.0
IFITM2,1.849825684
IFITM1,0.066987734
RP11-326C3.11,0.0
IFITM3,2.384692628
RP11-326C3.14,0.0
RP11-326C3.12,0.0
B4GALNT4,0.0
PKP3,1.596366524
SIGIRR,0.460344792
ANO9,0.379739119
PTDSS2,0.032140286
RP13-317D12.3,0.0
RNH1,1.398886081
HRAS,0.303056341
LRRC56,0.0
C11orf35,0.09256524
RP11-496I9.1,0.0
RASSF7,1.195890027
MIR210HG,0.280416541
PHRF1,0.105952424
IRF7,0.346503198
CDHR5,5.006620305
SCT,0.0
DRD4,0.0
DEAF1,0.040526995
RP11-754B17.1,0.0
EPS8L2,0.96908578
TMEM80,0.285105689
TALDO1,2.363286934
PDDC1,0.029921486
AP006621.5,0.029921486
CEND1,0.0
SLC25A22,0.0
PIDD,0.080478323
RPLP2,20.26496802
PNPLA2,1.127285354
EFCAB4A,0.070933866
CD151,1.187228329
POLR2L,2.965449651
TSPAN4,0.0
RP11-1391J7.1,0.029921486
CHID1,0.177008803
AP2A2,0.19710102
MUC2,1.13864287
MUC5AC,0.0
MUC5B,1.081809342
TOLLIP,0.292261636
TOLLIP-AS1,0.0
BRSK2,0.0
MOB2,0.252369923
DUSP8,0.024898414
KRTAP5-AS1,0.020241604
IFITM10,0.0
CTSD,3.494015421
SYT8,0.0
TNNI2,0.008282534
LSP1,0.037736988
TNNT3,0.0
MRPL23,1.996751405
IGF2,0.0
ASCL2,0.0
C11orf21,0.0
TSPAN32,0.0
CD81,0.426222651
TSSC4,0.553793756
TRPM5,0.0
KCNQ1,0.200479755
KCNQ1OT1,0.148705201
CDKN1C,0.0
SLC22A18AS,1.035240146
SLC22A18,2.29697179
PHLDA2,3.68416845
NAP1L4,0.371634024
AC131971.1,0.0
CARS,0.071633284
OSBPL5,0.0
ZNF195,0.029178338
CHRNA10,0.0
NUP98,0.059513257
PGAP2,0.041342535
RHOG,0.588205737
AC090587.5,0.008282534
STIM1,0.016726436
RRM1,0.02522158
RP11-23F23.2,0.0
TRIM21,0.058752612
TRIM68,0.006530553
OR51E1,0.0
HBD,0.0
AC015691.13,0.051108022
TRIM6,0.0
TRIM5,0.050415423
TRIM22,0.098008468
RP11-290F24.6,0.0
FAM160A2,0.397095236
PRKCDBP,0.017541565
SMPD1,0.361494371
APBB1,0.0
HPX,0.0
TRIM3,0.033087971
ARFIP2,0.231873604
TIMM10B,0.085004758
DNHD1,0.020241604
RRP8,0.145793104
ILK,0.86642116
TAF10,0.861255648
TPP1,0.257827715
DCHS1,0.0
MRPL17,0.379703316
ZNF215,0.0
ZNF214,0.0
NLRP14,0.0
RBMXL2,0.0
CTD-2516F10.2,0.0
OLFML1,0.0
PPFIBP2,0.306970389
CYB5R2,0.02002318
EIF3F,1.461529558
TUB,0.0
RIC3,0.0
STK33,0.0
TRIM66,0.0
RPL27A,20.51625425
ST5,0.260703458
RP11-152H18.3,0.0
AKIP1,0.056853516
TMEM9B,0.813331515
TMEM9B-AS1,0.0
NRIP3,0.0
SCUBE2,0.0
DENND5A,0.0
TMEM41B,0.437744104
IPO7,0.118474863
CTD-2371O3.2,0.0
AC132192.1,0.0
ZNF143,0.088395439
WEE1,0.074764823
SWAP70,0.216181183
RP11-540A21.2,0.0
SBF2-AS1,0.0
SBF2,0.195393605
ADM,0.563637737
AMPD3,0.0
MTRNR2L8,0.743498924
RNF141,0.194380978
MRVI1-AS1,0.0
LYVE1,0.0
MRVI1,0.0
CTR9,0.272518748
EIF4G2,2.357842316
RP11-685M7.3,0.0
ZBED5,0.210335919
ZBED5-AS1,0.119337542
GALNT18,0.0
CSNK2A3,0.0
USP47,0.295853646
DKK3,0.0
MICAL2,0.894420285
MICALCL,0.085043892
PARVA,0.097488101
TEAD1,0.379869002
LINC00958,0.0
ARNTL,0.098008468
BTBD10,0.132710188
FAR1,0.587193427
RRAS2,0.242513931
COPB1,0.88155447
PSMA1,1.442807622
PDE3B,0.130420793
CYP2R1,0.039815578
CALCA,0.0
INSC,0.0
SOX6,0.148705201
C11orf58,0.895577308
PLEKHA7,0.022905519
RPS13,13.79641299
PIK3C2A,0.131056975
NUCB2,0.254021347
NCR3LG1,0.008469523
RP1-239B22.5,0.040284582
KCNJ11,0.0
ABCC8,0.0
USH1C,1.640390115
KCNC1,0.0
SERGEF,0.050079987
TPH1,0.04171255
SAAL1,0.091167059
SAA4,0.008282534
SAA2,0.013848281
SAA1,0.086518623
HPS5,0.190915194
GTF2H1,0.153571512
LDHA,5.212136214
LDHC,0.033616609
TSG101,0.630835771
UEVLD,0.330370885
SPTY2D1,0.368625853
TMEM86A,0.0
IGSF22,0.075133857
RP11-1081L13.4,0.0
ZDHHC13,0.244869217
E2F8,0.0
NAV2,0.0
RP11-359E10.1,0.0
HTATIP2,1.18718489
PRMT3,0.0
ANO5,0.100660332
FANCF,0.167882448
GAS2,0.0
SVIP,0.580102867
RP11-17A1.3,0.0
LUZP2,0.295180193
SLC5A12,0.0
FIBIN,0.0
RP11-1L12.3,0.0
CCDC34,0.326631878
LGR4,0.247782813
LIN7C,0.28236023
BDNF-AS,0.093689102
BDNF,0.0
KIF18A,0.0
METTL15,0.134778827
ARL14EP,0.223322649
MPPED2,0.0
DNAJC24,0.097212528
IMMP1L,0.09183247
ELP4,0.008469523
PAX6,0.0
RCN1,0.176315103
EIF3M,1.129735039
PRRG4,0.266531935
QSER1,0.337663166
DEPDC7,0.0
TCP11L1,0.0
CSTF3,0.095173558
CSTF3-AS1,0.0
HIPK3,0.531170132
RP4-541C22.5,0.0
CD59,2.024230558
FBXO3,0.265220714
LMO2,0.020241604
CAPRIN1,0.472336009
NAT10,0.0
ABTB2,0.0
CAT,0.845593686
ELF5,0.0
EHF,0.47938291
APIP,0.428222671
PDHX,0.118879185
RP4-607I7.1,0.0
CD44,0.243696231
SLC1A2,0.0
PAMR1,0.0
FJX1,0.0
TRIM44,0.211256188
LDLRAD3,0.0
LINC00610,0.0
COMMD9,0.184890519
PRR5L,1.121082126
TRAF6,0.188249435
RAG1,0.026974536
C11orf74,0.046477232
LRRC4C,0.0
API5,0.244029667
TTC17,0.273359873
HSD17B12,0.676765159
ALKBH3,0.187746664
ALKBH3-AS1,0.0
C11orf96,0.0
ACCS,0.146992401
EXT2,0.164275201
CD82,0.200070232
TSPAN18,0.0
TP53I11,0.169731159
PRDM11,0.0
SYT13,0.047366427
RP11-430H10.1,0.0
CTD-2210P24.4,0.009563594
SLC35C1,0.494200045
CRY2,0.243387899
MAPK8IP1,0.0
C11orf94,0.0
PEX16,0.21217419
GYLTL1B,0.0
PHF21A,0.038139989
RP11-702F3.1,0.0
CTD-2589M5.4,0.0
CREB3L1,0.691302676
DGKZ,0.292054998
MDK,4.695265721
AMBRA1,0.026990845
HARBI1,0.029921486
ATG13,0.046711238
ARHGAP1,0.1542855
ZNF408,0.056705752
CKAP5,0.119936809
LRP4-AS1,0.0
LRP4,0.205492717
C11orf49,0.194392819
ARFGAP2,0.311901464
PACSIN3,0.0
DDB2,0.005565747
ACP2,0.143933779
NR1H3,0.028703083
MADD,0.184389503
MYBPC3,0.0
SPI1,0.0
SLC39A13,0.009340487
PSMC3,0.869436367
RAPSN,0.0
CELF1,0.614125134
NDUFS3,1.621162939
PTPMT1,0.152378654
KBTBD4,0.056833682
FAM180B,0.0
C1QTNF4,0.0
MTCH2,0.936620378
AGBL2,0.0
FNBP4,0.626677741
NUP160,0.0
PTPRJ,0.317263768
FOLH1,0.165343915
APLNR,0.0
TNKS1BP1,0.112370215
RP11-872D17.4,0.0
SSRP1,0.178132415
SLC43A3,0.0
RTN4RL2,0.0
RP11-624G17.3,0.0
SLC43A1,0.020802823
TIMM10,0.361072406
UBE2L6,0.187347852
SERPING1,0.0
YPEL4,0.0
CLP1,0.100400288
ZDHHC5,0.216854564
MED19,0.390216736
TMX2,0.485137376
C11orf31,1.718490138
RP11-691N7.6,0.0
CTNND1,1.812235345
LPXN,0.0
ZFP91,0.107464148
GLYATL2,0.0
FAM111B,0.0
AP001258.4,0.008282534
FAM111A,0.390700609
DTX4,0.331969582
MPEG1,0.0
RP11-1036E20.9,0.0
OSBP,0.315373709
AP000442.1,0.0
PATL1,0.17811205
AP000640.2,0.0
STX3,0.564319116
MRPL16,0.691371819
GIF,0.0
TCN1,0.022171769
MS4A2,0.0
