Gene,expression
FAM84A,0.696029034
NBAS,0.223392286
DDX1,0.447188302
RAD51AP2,0.05583847
VSNL1,0.070937759
SMC6,0.241208101
GEN1,0.059507843
KCNS3,0.100546976
RDH14,0.327024634
LINC00954,0.029921486
TTC32,0.14341125
LAPTM4A,1.593026318
SDC1,0.443565288
PUM2,0.485265194
RHOB,0.646307165
HS1BP3,0.20811889
C2orf43,0.141149097
APOB,0.016726436
ATAD2B,0.27567354
UBXN2A,0.387880107
FKBP1B,0.560483138
SF3B14,1.161972226
TP53I3,0.979188727
ITSN2,0.405925421
NCOA1,0.650739018
PTRHD1,0.889026884
ADCY3,0.029921486
DNAJC27,0.019139489
DNAJC27-AS1,0.008469523
DNMT3A,0.246210355
ASXL2,0.445857192
RAB10,2.188402857
GAREML,0.110639051
HADHA,2.162133907
HADHB,1.030172835
EPT1,0.020019218
SLC35F6,0.178625375
MAPRE3,0.03830361
TMEM214,0.24604697
AGBL5,0.153445511
OST4,3.605100251
KHK,0.008282534
PREB,0.111767686
SLC5A6,0.094237763
ATRAID,1.00721885
CAD,0.022171769
MPV17,0.269866271
GTF3C2,0.504438973
EIF2B4,0.096702109
SNX17,0.626902809
ZNF513,0.236943819
PPM1G,0.766900776
NRBP1,0.706959628
KRTCAP3,0.777833955
IFT172,0.448216368
ZNF512,0.019139489
CCDC121,0.042090266
GPN1,0.061765449
SUPT7L,0.139171229
SLC4A1AP,0.091739426
MRPL33,0.907209072
RBKS,0.235292086
BRE,0.140073091
FOSL2,0.360283106
PPP1CB,3.239802976
SPDYA,0.038139989
TRMT61B,0.008282534
WDR43,0.130975134
YPEL5,0.728152582
CAPN13,0.171996473
XDH,0.147954261
DPY30,0.672473677
SPAST,0.063296223
SLC30A6,0.02557614
YIPF4,0.516310889
BIRC6,0.475058314
LTBP1,0.073425752
RASGRP3,0.037736988
FAM98A,0.101689833
RP11-490M8.1,0.096535185
CRIM1,0.31757495
FEZ2,0.900807978
STRN,0.2882059
HEATR5B,0.111607143
GPATCH11,0.022905519
EIF2AK2,0.627336459
CEBPZ-AS1,0.135647845
CEBPZ,0.245698304
NDUFAF7,0.033616609
PRKD3,0.109354987
QPCT,0.037736988
CDC42EP3,0.04114549
ATL2,0.415223002
HNRNPLL,0.167051083
GALM,0.573155907
SRSF7,1.034656091
GEMIN6,0.229932921
MORN2,0.224539179
SOS1,0.286739532
MAP4K3,0.169919403
AC007246.3,0.291871492
THUMPD2,0.042235437
PKDCC,0.03696804
EML4,0.37955284
COX7A2L,1.288610929
MTA3,0.223212556
OXER1,0.131109713
HAAO,0.032267443
THADA,0.063038403
ZFP36L2,2.301269134
DYNC2LI1,0.213914407
LRPPRC,0.475822939
PPM1B,0.40848613
SLC3A1,0.051225309
PREPL,0.060884791
CAMKMT,0.023529475
SRBD1,0.044757216
EPAS1,0.946227002
PIGF,0.386679076
CRIPT,0.321415303
SOCS5,0.042235437
MCFD2,0.202929875
TTC7A,0.098622575
CALM2,12.42152602
AC073283.4,0.111353507
BCYRN1,0.093173676
EPCAM,28.38583515
MSH2,0.027422022
MSH6,0.047366427
FBXO11,0.293373589
PPP1R21,0.0450708
GPR75-ASB3,0.019139489
CHAC2,0.036993661
ERLEC1,0.532782331
PSME4,0.07994817
ACYP2,0.023172869
SPTBN1,1.681855074
RTN4,2.255940941
RPS27A,22.2576998
MTIF2,0.356268038
CCDC104,0.354087777
SMEK2,0.392664361
RP11-554J4.1,0.020019218
PNPT1,0.113997633
VRK2,0.184320002
FANCL,0.169355574
BCL11A,0.011553656
PAPOLG,0.258047353
REL,0.316442241
PUS10,0.020019218
PEX13,0.106724534
AHSA2,0.222924186
USP34,0.558036275
XPO1,0.360483527
CCT4,0.722063096
COMMD1,0.261622846
B3GNT2,0.534683226
EHBP1,0.026066923
AC009501.4,0.008469523
WDPCP,0.019139489
MDH1,1.176399112
UGP2,3.774577404
VPS54,0.298175229
PELI1,0.036177777
LGALSL,0.357676476
AFTPH,0.740622694
SERTAD2,0.322189926
SLC1A4,0.071353598
CEP68,0.108776984
RAB1A,1.582577068
ACTR2,2.915275812
SPRED2,0.189623282
MEIS1,1.235742171
ETAA1,0.185412417
C1D,0.849448198
WDR92,0.014906234
PNO1,0.041637199
PPP3R1,0.102365109
RP11-474G23.3,0.029921486
PLEK,0.019139489
FBXO48,0.047803934
GFPT1,0.697890503
NFU1,0.576053317
RP11-427H3.3,0.557343262
AAK1,0.214650939
ANXA4,2.795263606
GMCL1,0.300296588
SNRNP27,0.389751281
MXD1,1.755311824
PCBP1-AS1,0.276626884
PCBP1,1.546286741
AC016700.5,0.009563594
C2orf42,0.013068752
TIA1,0.205359884
PCYOX1,0.05576301
SNRPG,1.958110132
FAM136A,0.303844636
TGFA,0.127816232
TEX261,0.302093428
NAGK,0.756938914
MCEE,0.173606066
MPHOSPH10,0.137907461
ZNF638,0.466983049
EXOC6B,0.038139989
SPR,0.403914841
SFXN5,0.12600103
RAB11FIP5,0.017607122
PRADC1,0.119290852
CCT7,0.399070513
TPRKB,0.914825182
DUSP11,0.335799472
STAMBP,0.290926809
DGUOK,0.897652191
DGUOK-AS1,0.025807351
TET3,0.228845708
BOLA3,0.563281358
MOB1A,0.964615682
MTHFD2,0.120881513
SLC4A5,0.073425752
DCTN1,0.04358236
WDR54,0.089872623
RTKN,0.134025565
INO80B,0.079365079
MOGS,0.035053292
MRPL53,0.016726436
CCDC142,0.005565747
TTC31,0.165490416
LBX2-AS1,0.029370301
PCGF1,0.219545051
DQX1,0.051188636
AUP1,0.726594729
HTRA2,0.229632338
DOK1,0.005987909
SEMA4F,0.072156923
HK2,1.392087542
POLE4,1.287774952
MRPL19,0.105653398
GCFC2,0.008282534
RP11-342K6.1,0.008282534
REG1B,0.04995955
REG1A,1.090343822
REG3A,0.237883289
SUCLG1,2.758089629
TRABD2A,0.674828972
TMSB10,86.58512887
KCMF1,0.483639776
TCF7L1,0.019045588
TGOLN2,1.502860646
RETSAT,0.881846247
ELMOD3,0.292160449
CAPG,1.572279063
MAT2A,0.629666451
GGCX,0.073765328
VAMP8,6.142921619
VAMP5,0.30395868
RNF181,1.336977532
TMEM150A,0.038769307
USP39,0.070434064
C2orf68,0.186247495
POLR1A,0.146457378
PTCD3,0.260139446
IMMT,0.479136376
MRPL35,0.474386474
KDM3A,0.219326256
CHMP3,1.408520241
RNF103,0.841194479
RMND5A,0.338972013
LINC00152,0.25655348
KRCC1,0.568933459
FABP1,143.2858252
THNSL2,0.173136487
EIF2AK3,0.037736988
AC062029.1,0.008469523
RPIA,0.269978176
MRPS5,0.467712731
ZNF514,0.371103904
PROM2,0.019912009
FAHD2A,0.057903753
GPAT2,0.080220768
DUSP2,0.153310952
STARD7,0.760644977
TMEM127,0.324957367
CIAO1,0.354101964
SNRNP200,0.78058545
ARID5A,0.056104755
KANSL3,0.197606161
LMAN2L,0.071678389
CNNM4,0.154398281
ANKRD39,0.218318516
FAHD2B,0.015967158
ANKRD36,0.077639752
COX5B,12.84692253
ACTR1B,0.124990357
LINC01125,0.165343915
TMEM131,0.798824584
COA5,0.221025797
UNC50,0.496004772
MGAT4A,0.954186209
KIAA1211L,0.065228509
TSGA10,0.020241604
LIPT1,0.020549071
MITD1,0.605687031
TXNDC9,0.323847062
EIF5B,0.996947556
REV1,0.219405131
PDCL3,0.226681135
NPAS2,0.039057224
RPL31,8.787342223
TBC1D8,0.064508289
CNOT11,0.116626098
RNF149,0.151123636
MAP4K4,0.072587192
IL1R2,0.089248115
SLC9A2,0.656559797
MFSD9,0.343059488
MRPS9,0.280814039
TGFBRAP1,0.265921258
C2orf49,0.146450001
FHL2,0.779820711
NCK2,0.639316086
UXS1,0.370278002
SULT1C2,0.029370301
GCC2,2.73480473
LIMS1,0.313658863
RANBP2,0.414777778
Sep-10,0.463375792
SOWAHC,0.6690835
MALL,2.700233504
LINC00116,0.25967488
LINC01106,0.008282534
BCL2L11,0.143002607
MIR4435-1HG,0.139420737
ANAPC1,0.10896268
TMEM87B,0.445381565
ZC3H6,0.117894987
RGPD8,0.029178338
TTL,0.205829022
CHCHD5,0.756890385
AC079922.3,0.020019218
SLC20A1,3.359832508
NT5DC4,0.019045588
IL1RN,0.03979479
PSD4,0.213709693
PAX8,0.041644456
CBWD2,0.053467612
RABL2A,0.31661477
AC017074.2,0.016939047
SLC35F5,0.222868774
ACTR3,3.288058958
DPP10,0.011442485
DPP10-AS1,0.05120805
DDX18,0.413232979
CCDC93,0.143967985
INSIG2,0.156309405
STEAP3,0.043658166
C2orf76,0.10186409
DBI,5.755419009
TMEM37,0.739964295
TMEM177,0.108304181
PTPN4,0.105408527
EPB41L5,0.134595632
TMEM185B,0.016726436
RALB,1.225679648
TFCP2L1,0.376167034
CLASP1,0.018367767
NIFK-AS1,0.080220768
NIFK,0.45570496
TSN,0.24266702
BIN1,0.068218849
ERCC3,0.049612429
MAP3K2,0.64571888
AC068282.3,0.017846128
IWS1,0.644293166
MYO7B,0.388000266
WDR33,0.219190229
SFT2D3,0.006530553
RP5-935K16.1,0.020019218
POLR2D,0.332011035
RP11-395A13.2,0.136485621
SAP130,0.030641292
UGGT1,0.172814939
HS6ST1,0.057603687
RAB6C,0.044687545
SMPD4,0.230021597
MZT2B,2.526249145
CCDC115,0.430813562
IMP4,0.264619162
PTPN18,0.404246614
FAM168B,0.27251912
PLEKHB2,0.956127645
MZT2A,0.948008835
CCDC74A,0.005987909
GPR39,0.022171769
NCKAP5,0.026990845
MGAT5,0.458584597
CCNT2-AS1,0.006530553
CCNT2,0.093740246
RAB3GAP1,0.462749152
ZRANB3,0.011442485
R3HDM1,0.049060975
UBXN4,0.967149925
MCM6,0.032002048
DARS,0.317653216
HNMT,1.495437067
SPOPL,0.158929154
KYNU,0.101401917
GTDC1,0.015871039
ZEB2,0.017607122
ACVR2A,0.210762645
ORC4,0.354206793
MBD5,0.242996317
EPC2,0.152776328
KIF5C,0.032002048
MMADHC,1.276825749
AC144449.1,0.120792179
RND3,0.866217482
RBM43,0.095460547
NMI,0.212134956
RIF1,0.450020614
ARL5A,0.357459796
STAM2,0.293552392
FMNL2,0.130642841
PRPF40A,1.156133374
ARL6IP6,0.037275507
NR4A2,0.273220823
GPD2,0.570481408
GALNT5,0.343671524
CYTIP,0.069472351
ACVR1,0.009340487
RP11-546J1.1,0.005565747
RP11-1152H14.1,0.042235437
PKP4,0.558493784
DAPL1,0.111796372
TANC1,0.399119976
WDSUB1,0.064234327
BAZ2B,0.704992192
AC009506.1,0.064142036
AC009961.3,0.032469113
Mar-07,0.45905524
LY75,0.157659975
PLA2R1,0.029178338
ITGB6,0.382623338
TANK,0.113359543
PSMD14,0.309452861
IFIH1,0.18405738
GCA,0.287297648
COBLL1,0.312391776
GALNT3,0.717576781
AC009495.2,0.124180409
TTC21B,0.019045588
SCN9A,0.016094147
B3GALT1,0.142201166
STK39,0.270269125
CERS6,0.078541552
NOSTRIN,0.795366525
DHRS9,1.514378411
FASTKD1,0.385521523
PPIG,0.711781931
PHOSPHO2,0.063851807
KLHL23,0.046015633
SSB,0.892401159
METTL5,0.435032456
UBR3,0.049527594
GORASP2,0.241713931
TLK1,0.660701864
DCAF17,0.095085958
DYNC1I2,2.045924347
AC068039.4,0.110639051
SLC25A12,0.005987909
HAT1,0.344794783
DLX2,0.008469523
ITGA6,1.662992381
AC093818.1,0.009340487
PDK1,0.2666081
CDCA7,0.020241604
RP11-796E10.1,0.008282534
SP3,0.41284246
OLA1,0.66387986
CIR1,0.783639114
SCRN3,0.241228615
GPR155,0.019139489
AC010894.3,0.019139489
WIPF1,0.120947069
ATF2,0.224632217
ATP5G3,6.774318824
KIAA1715,0.264064877
HOXD3,0.022905519
HOXD-AS1,0.166478158
HOXD1,0.011131494
MTX2,0.307134512
HNRNPA3,1.22551
NFE2L2,1.270104184
AC079305.10,0.033390319
AGPS,0.190997535
TTC30B,0.014270443
TTC30A,0.020856275
PDE11A,0.063364234
RBM45,0.014457432
PRKRA,0.160479853
PLEKHA3,0.349893313
TTN-AS1,0.135802695
SESTD1,0.009340487
CWC22,0.092874742
UBE2E3,0.295032237
RP11-366L5.1,0.029921486
SSFA2,0.713797146
DNAJC10,0.277912295
NCKAP1,0.648754024
NUP35,0.229901713
FSIP2,0.15237582
AC097500.2,0.009340487
RP11-410E4.1,0.033390319
ZC3H15,1.283293664
ITGAV,0.152712627
FAM171B,0.083836351
GULP1,0.103898692
COL3A1,0.076574369
COL5A2,0.008282534
WDR75,0.245313446
SLC40A1,0.608798335
ASNSD1,0.158829367
ANKAR,0.058884946
ORMDL1,0.496284783
C2orf88,2.066926981
HIBCH,0.578293764
INPP1,0.207957939
MFSD6,0.309107568
AC093388.3,0.019045588
NAB1,0.089992307
GLS,0.693263597
STAT1,0.743520213
MYO1B,0.325739202
NABP1,0.728654421
SLC39A10,0.224991128
DNAH7,0.104622278
STK17B,1.541510959
GTF3C3,0.222161711
PGAP1,0.10503793
ANKRD44,0.047300582
SF3B1,1.155398688
COQ10B,0.41537818
HSPD1,2.000967897
HSPE1,2.828624956
MOB4,0.521174707
MARS2,0.005987909
SATB2,1.849501752
C2orf69,0.242172638
TYW5,0.078796887
C2orf47,0.061398852
SPATS2L,3.161793801
KCTD18,0.076176084
SGOL2,0.064891803
BZW1,1.550318388
RP11-469M7.1,0.013068752
CLK1,0.473894648
PPIL3,0.15962376
NIF3L1,0.081915884
ORC2,0.057865729
FAM126B,0.314949513
NDUFB3,1.782935011
CFLAR,0.767071729
CASP10,0.30224108
CASP8,0.687162642
TRAK2,0.180413177
STRADB,0.159008062
TMEM237,0.005565747
ALS2,0.17082002
FZD7,0.23556318
SUMO1,1.647657862
NOP58,0.176622555
BMPR2,0.46611329
FAM117B,0.096845186
WDR12,0.025477756
NBEAL1,2.01672344
CYP20A1,0.239083652
ABI2,0.124983004
RAPH1,0.682313932
PARD3B,0.216516714
INO80D,0.971569465
NDUFS1,0.530554216
EEF1B2,7.912159326
ZDBF2,0.064142036
FASTKD2,0.179724804
CREB1,0.333684442
METTL21A,1.194542358
CCNYL1,2.441823481
FZD5,0.425518904
IDH1,1.102306146
PIKFYVE,0.116445105
RPE,0.108470828
KANSL1L,0.130655802
AC006994.2,0.008469523
LANCL1,0.005987909
IKZF2,0.0812197
SPAG16,0.330659285
BARD1,0.075210808
ATIC,0.10658194
PECR,0.078882479
XRCC5,1.483184705
SMARCAL1,0.114018691
RPL37A,21.50454258
IGFBP2,0.733745486
ARPC2,7.610300407
AAMP,1.113483954
PNKD,0.723739935
TMBIM1,1.010104455
CTDSP1,0.811729047
VIL1,1.864284685
USP37,0.214441803
RQCD1,0.16680806
ZNF142,0.016726436
BCS1L,0.089900503
RNF25,0.010401411
STK36,0.166546775
CYP27A1,0.197566958
IHH,0.260504471
SLC23A3,0.154394917
CNPPD1,0.557177885
FAM134A,0.344887145
ZFAND2B,0.681690617
ATG9A,0.213381647
ANKZF1,0.183655989
STK16,0.10080158
TUBA4A,1.244967877
DNAJB2,0.347281313
DNPEP,1.117498778
GMPPA,0.138517743
CHPF,0.019049014
EPHA4,0.065618657
SGPP2,0.729044684
FARSB,0.197439539
ACSL3,0.518377331
WDFY1,0.598907163
MRPL44,0.152265964
SERPINE2,0.155585589
CUL3,0.910682051
IRS1,0.095436572
RHBDD1,0.151965988
MFF,0.227156021
TM4SF20,0.038933895
AGFG1,0.31438609
CCL20,2.138096859
PID1,0.009340487
TRIP12,1.183434086
SP110,0.506846062
SP140L,0.13025756
SP100,1.017682765
CAB39,0.872238576
ITM2C,12.5551032
C2orf72,0.232431267
PSMD1,0.667837723
ARMC9,0.029370301
B3GNT7,0.195407038
NCL,1.314986833
PTMA,21.31479455
COPS7B,0.127521512
DIS3L2,0.130040533
TIGD1,0.005565747
EIF4E2,1.191381647
GIGYF2,0.253634428
C2orf82,0.442770045
NGEF,0.327012998
AC106876.2,0.025889656
ATG16L1,0.052483803
DGKD,0.299942793
USP40,0.230551565
UGT1A8,0.026974536
UGT1A10,0.019045588
UGT1A7,0.095018758
ARL4C,0.019139489
SH3BP4,0.057453252
AGAP1,0.334877754
COPS8,0.601771919
MLPH,0.157834503
RAB17,0.383779631
AC104667.3,0.105530062
LRRFIP1,0.686317215
UBE2F,0.284824721
SCLY,0.038514581
ILKAP,0.18751609
HES6,0.161125015
PER2,0.156912337
TRAF3IP1,0.093015902
ASB1,0.047516854
HDAC4,0.056833682
NDUFA10,1.559642825
MYEOV2,1.495412751
DUSP28,0.119413523
RNPEPL1,0.521017195
CAPN10-AS1,0.083836351
GPR35,0.362743918
AC011298.2,0.029921486
C2orf54,0.334157306
MTERFD2,0.231143263
PPP1R7,0.508846924
HDLBP,1.246080473
Sep-02,0.741008227
FARP2,0.27338355
STK25,0.537293236
BOK,0.112787752
THAP4,0.470217033
ATG4B,0.444450361
DTYMK,0.196934027
ING5,0.052026453
D2HGDH,0.179367359
NEU4,0.397500291
CNTN4,0.006530553
TRNT1,0.099644579
CRBN,0.592923174
RP11-97C16.1,0.023089143
SUMF1,0.268341766
SETMAR,0.051108022
AC018816.3,0.009563594
BHLHE40,0.367265801
ARL8B,0.56428883
EDEM1,0.008282534
RAD18,0.005987909
SRGAP3,0.03674661
SETD5-AS1,1.062671528
THUMPD3,0.220088945
SETD5,0.239650464
MTMR14,0.085735878
BRPF1,0.029018594
OGG1,0.037173568
CAMK1,0.020019218
TADA3,0.456218876
ARPC4,1.928722622
RPUSD3,0.058523868
CIDEC,0.036735534
JAGN1,0.23737457
IL17RE,0.150106286
IL17RC,0.069696514
CRELD1,0.042190988
EMC3,0.890145667
FANCD2,0.024898414
BRK1,1.484483725
VHL,0.1878298
TATDN2,0.248847309
SEC13,0.490658872
ATG7,0.153697409
VGLL4,0.406250723
TAMM41,0.043444534
PPARG,1.114629889
TSEN2,0.304783667
MKRN2,0.040017897
RAF1,0.509260804
RPL32,22.17115416
IQSEC1,0.009340487
NUP210,0.052932174
HDAC11,0.2226581
CHCHD4,0.126371774
XPC,0.117748765
LSM3,0.919619803
CCDC174,0.182660259
FGD5-AS1,0.803370056
MRPS25,0.273738035
ZFYVE20,0.109114325
CAPN7,0.344109785
SH3BP5-AS1,0.136419779
METTL6,0.038933685
EAF1,0.313965806
HACL1,0.014457432
BTD,0.052227952
ANKRD28,0.295222623
DPH3,0.163839898
OXNAD1,0.169961277
PLCL2,0.102168731
TBC1D5,0.240753047
SATB1,0.199170189
RAB5A,0.493529675
SGOL1,0.029921486
UBE2E2,0.103339947
UBE2E1,0.203871988
RPL15,17.83454979
NR1D2,0.323237162
THRB,0.274149546
TOP2B,0.379335262
NGLY1,0.238975266
OXSM,0.15982084
SLC4A7,0.061374926
CMC1,0.819636895
AZI2,0.214449721
TGFBR2,0.027931361
STT3B,0.585354645
OSBPL10,0.174451068
OSBPL10-AS1,0.009340487
GPD1L,0.558341319
CMTM8,0.194189565
CMTM6,0.619342465
DYNC1LI1,0.302390608
CNOT10,0.124189925
GLB1,0.30783296
CRTAP,0.236265017
FBXL2,0.008282534
UBP1,0.149331584
RP11-10C24.2,0.042235437
RP11-10C24.3,0.029810252
RP11-10C24.1,0.047366427
PDCD6IP,1.62572338
TRANK1,0.354033403
EPM2AIP1,0.064307994
MLH1,0.046096737
LRRFIP2,0.929328708
GOLGA4,2.90749766
C3orf35,0.088929994
CTDSPL,0.660603684
VILL,1.178415846
PLCD1,0.216717082
ACAA1,1.542271996
MYD88,0.252677294
OXSR1,0.481979598
XYLB,0.017243282
ACVR2B,0.149307215
EXOG,0.008282534
WDR48,0.114334847
GORASP1,0.287795534
CSRNP1,0.03047294
SLC25A38,0.249748888
RPSA,7.848485281
EIF1B,0.734857049
ENTPD3-AS1,0.026974536
RPL14,10.05461798
ZNF621,0.058887738
CTNNB1,1.033477113
ULK4,0.274431232
TRAK1,0.763357658
VIPR1,1.094127243
VIPR1-AS1,0.022905519
SEC22C,0.138764199
SS18L2,0.283823733
NKTR,0.571845925
HIGD1A,6.396184612
ACKR2,0.182215743
KRBOX1-ENSG00000240747,0.005987909
SNRK,0.256506874
SNRK-AS1,0.073081752
ANO10,0.123921418
ABHD5,0.467311448
TCAIM,0.242045605
ZNF445,0.116508944
ZNF197,0.081732096
ZNF502,0.009340487
ZNF501,0.010401411
KIAA1143,0.132539106
TMEM42,0.136965808
ZDHHC3,0.826828339
EXOSC7,0.044757216
CDCP1,0.697767699
LIMD1,0.082749925
SACM1L,0.266311769
LZTFL1,0.029623661
FYCO1,0.030488073
CCRL2,0.038185076
ALS2CL,0.129532728
CCDC12,0.841456682
NBEAL2,0.071258848
SETD2,0.790926653
KIF9,0.196081738
KLHL18,0.394720225
RP11-708J19.1,0.005565747
PTPN23,0.009340487
SCAP,0.177210802
ELP6,0.09972156
SMARCC1,0.300791336
DHX30,0.504477577
MAP4,0.33779404
NME6,0.305743911
PLXNB1,0.504734413
CCDC51,0.174344604
TMA7,4.145196072
TREX1,0.202442866
SHISA5,0.800433231
UQCRC1,2.263733727
SLC26A6,0.128922678
NCKIPSD,0.106528443
IP6K2,0.85473115
PRKAR2A,0.707369772
SLC25A20,0.033617823
ARIH2OS,0.037567795
ARIH2,0.24508705
P4HTM,0.116972547
WDR6,0.274118391
DALRD3,0.05062007
NDUFAF3,0.934406359
IMPDH2,0.592248062
QRICH1,0.08697578
QARS,0.321791902
USP19,0.005987909
CCDC71,0.005565747
C3orf62,0.03628887
USP4,0.519951852
GPX1,1.511838225
RHOA,2.739159074
TCTA,0.14640956
AMT,0.166207037
DAG1,0.099217702
APEH,0.599825676
RNF123,0.123398143
IP6K1,0.14518235
UBA7,0.350828051
MST1R,0.278239533
MON1A,0.053177912
RBM6,0.223135653
RBM5,1.188492202
GNAI2,0.606619291
IFRD2,0.130219753
NAT6,0.005987909
HYAL1,0.005565747
HYAL2,0.095549827
TUSC2,0.157363997
NPRL2,0.111900855
CYB561D2,0.562566651
TMEM115,0.11390327
HEMK1,0.042228631
CISH,0.010401411
MAPKAPK3,0.079058306
MANF,0.476223656
RBM15B,0.079299805
VPRBP,0.097921104
RAD54L2,0.161392375
TEX264,0.287548257
RRP9,0.035909395
PARP3,0.081916191
PCBP4,0.041586493
ABHD14B,0.559389131
ABHD14A,0.017662047
ACY1,0.026860925
RPL29,21.91758171
DUSP7,0.008469523
ALAS1,0.312171113
TWF2,0.443026881
WDR82,0.352337292
GLYCTK,0.916285712
DNAH1,0.028301752
BAP1,0.016726436
PHF7,0.09811617
NISCH,0.267985894
SMIM4,0.251686951
PBRM1,0.545867791
GNL3,0.402548971
GLT8D1,0.213956321
SPCS1,2.170719501
NEK4,0.226330594
TMEM110,0.005987909
SFMBT1,0.039057224
RFT1,0.106534885
PRKCD,0.318832054
TKT,0.836584148
DCP1A,0.29104102
CACNA1D,0.008469523
CHDH,0.074884058
IL17RB,0.073425752
RP11-884K10.7,0.008282534
ACTR8,0.038092419
SELK,1.52209784
WNT5A,0.075356242
CCDC66,0.065303205
FAM208A,0.526597067
ARHGEF3,0.005565747
APPL1,0.182658121
PDE12,0.199702515
ARF4,2.111987177
SLMAP,0.299143656
FLNB,3.10912861
DNASE1L3,0.009563594
ABHD6,0.008282534
RPP14,0.490318436
PDHB,0.408209458
KCTD6,0.109568701
ACOX2,0.008282534
FAM3D,4.452178549
FHIT,0.020241604
CADPS,0.053177912
THOC7,0.775571449
ATXN7,0.230343965
PSMD6,0.470380867
RP11-245J9.4,0.100546976
PRICKLE2,0.010401411
MAGI1,0.017243282
SLC25A26,0.159476938
LRIG1,0.026772156
SUCLG2,1.712193946
EOGT,0.025127398
TMF1,0.717015278
UBA3,0.440061693
ARL6IP5,1.748196613
FRMD4B,0.16796091
FOXP1,0.551735217
EIF4E3,0.342188308
RYBP,0.5832136
SHQ1,0.005987909
GXYLT2,0.064635994
PPP4R2,0.614721564
EBLN2,0.024898414
CNTN3,0.032526672
LINC00960,0.018680974
GBE1,0.050709085
CHMP2B,3.120805413
CGGBP1,0.695029019
RP11-159G9.5,0.033390319
ZNF654,0.17222845
C3orf38,0.256104798
PROS1,0.266312289
STX19,0.689457156
NSUN3,0.053378584
MTRNR2L12,4.594452236
CRYBG3,0.291742527
CRYBG3-ENSG00000080200,0.071226547
MINA,0.1038799
CLDND1,0.112922387
CPOX,0.172702004
DCBLD2,0.032002048
CMSS1,0.128748517
FILIP1L,0.08554244
TBC1D23,0.461892903
NIT2,0.097152968
TOMM70A,0.294454405
GPR128,0.355665225
TFG,1.496483647
ABI3BP,0.033616609
SENP7,0.162571419
TRMT10C,0.272748037
PCNP,0.302610447
ZBTB11,0.092401096
RPL24,10.81036681
CEP97,0.059326056
NXPE3,0.009340487
NFKBIZ,0.678041973
ALCAM,0.005565747
CBLB,0.246540061
BBX,0.079546939
CD47,0.852002544
IFT57,0.513129497
HHLA2,0.17080772
KIAA1524,0.005987909
DZIP3,0.020019218
RETNLB,0.024898414
RP11-59E19.1,0.218130109
PVRL3,0.183212458
ABHD10,0.009340487
C3orf52,0.081764534
RP11-757F18.5,0.059478719
CD200,0.029921486
ATG3,0.299079736
SLC35A5,0.028609182
GTPBP8,0.014457432
C3orf17,0.071844518
WDR52,0.263460085
SPICE1,0.127646998
SIDT1,0.0909149
KIAA2018,0.574335238
NAA50,0.564289633
ATP6V1A,0.32461524
GRAMD1C,0.15355536
ZDHHC23,0.043618083
KIAA1407,0.118135388
QTRTD1,0.024021027
RP11-553L6.5,0.008469523
B4GALT4,0.833509904
TMEM39A,0.009563594
POGLUT1,0.126780137
TIMMDC1,0.34648961
ADPRH,0.008282534
POPDC2,0.020549071
COX17,3.557653935
NR1I2,0.328009644
GSK3B,0.423897844
RP11-18H7.1,0.029921486
LRRC58,0.109869234
NDUFB4,3.759606565
HGD,0.165199053
RABL3,0.31824879
GTF2E1,0.057603687
GOLGB1,1.263659313
IQCB1,0.039158707
EAF2,0.008282534
ILDR1,0.016726436
CCDC58,0.020894143
FAM162A,2.791578384
WDR5B,0.013068752
KPNA1,0.160501064
PARP9,0.44204243
DTX3L,0.474433431
PARP14,0.714597049
HSPBAP1,0.033614255
RP11-67L2.2,0.078199845
PDIA5,0.008469523
SEC22A,0.068962919
ADCY5,0.259134807
PTPLB,0.718652981
MYLK,0.546239336
CCDC14,0.779238956
KALRN,0.362692307
UMPS,0.127763312
ITGB5,0.079142335
MUC13,7.728101671
ZNF148,0.17799493
SNX4,0.593208517
OSBPL11,0.454051359
RP11-379B18.5,0.09811617
RP11-666A20.4,0.224335966
ALDH1L1,0.077547036
TXNRD3,0.008469523
PLXNA1,0.083836351
TPRA1,0.073682078
PODXL2,0.020445342
ABTB1,0.278125147
MGLL,2.179838844
SEC61A1,0.571774115
RUVBL1,0.093237562
EEFSEC,0.019139489
RPN1,0.521158766
RAB7A,1.726274383
ACAD9,0.035528809
ISY1,0.160293791
RP11-434H6.7,0.020019218
CNBP,1.557619063
COPG1,0.47920038
HMCES,0.141265715
H1FX,0.412098071
MBD4,0.190079652
IFT122,0.181014091
TMCC1,0.047676043
PIK3R4,0.254413108
ATP2C1,0.29063086
ASTE1,0.033390319
NEK11,0.124180409
NUDT16,0.767097563
MRPL3,0.824283517
ACPP,0.072839463
DNAJC13,0.371268445
NPHP3,0.12197634
UBA5,0.077369344
CDV3,0.995903043
TOPBP1,0.005565747
SRPRB,0.071966373
SLCO2A1,0.232955389
RYK,0.137274877
ANAPC13,0.198078668
CEP63,0.407424892
PPP2R3A,0.224224242
MSL2,0.072514689
PCCB,0.269425625
STAG1,0.266916282
RP11-85F14.5,0.019139489
NCK1,0.339311233
DBR1,0.046773133
ARMC8,0.120347935
CEP70,0.184405212
FAIM,0.101338018
PIK3CB,0.292508342
MRPS22,0.591752391
COPB2,0.49163293
RP11-319G6.1,0.038369452
RBP2,0.218376992
SLC25A36,0.375755701
