node	all_nodes	bacteria_layer	bindingprot_layer	ppi_layer	tf_layer	deg_layer	gene_symbol	LinkerHeats	avg_log2FC
Q8IW41	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	MAPKAPK5	0.1006703460418745	
P10586	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	PTPRF	0.1597253881440878	
Q9UBS0	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	RPS6KB2	0.1316007334701223	
P04406	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	GAPDH	0.0851002753664324	
P52630	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	STAT2	0.0774073735273568	
Q9NS56	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	TOPORS	0.0683518364838151	
P60709	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	ACTB	0.1265604676635992	
P04049	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	RAF1	0.1780458901233369	
Q93008	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	USP9X	0.0828015333887572	
O43639	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	NCK2	0.0591656057310931	
P14921	bindingprot and/or protein,protein and/or tf,tf	NA	NA	bindingprot and/or protein,protein and/or tf	tf	NA	ETS1	0.1856468238946981	
Q9BUB5	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	MKNK1	0.1247633135806201	
P63098	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	PPP3R1	0.0718484853235575	
O00548	bindingprot,bindingprot and/or protein,protein and/or tf	NA	bindingprot	bindingprot and/or protein,protein and/or tf	NA	NA	DLL1	0.126535847093105	
Q03060	bindingprot and/or protein,protein and/or tf,tf,deg	NA	NA	bindingprot and/or protein,protein and/or tf	tf	deg	CREM	0.1302571530731327	3.35966165774154
Q15637	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	SF1	0.0710394822562169	
P51452	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	DUSP3	0.3475297078211904	
Q12857	bindingprot and/or protein,protein and/or tf,tf	NA	NA	bindingprot and/or protein,protein and/or tf	tf	NA	NFIA	0.0671137777389935	
Q7KZF4	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	SND1	0.0446844318008593	
P42566	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	EPS15	0.1050778016957371	
P55072	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	VCP	0.1310856962696473	
P08887	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	IL6R	0.0665365278814198	
Q96JK9	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	MAML3	0.4519658286688848	
P13688	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	CEACAM1	0.1468916699687246	
P37023	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	ACVRL1	0.1510362501160811	
P08754	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	GNAI3	0.0416631978785677	
P61925	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	PKIA	0.0713120631314642	
P27635	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	RPL10	0.0728812739148679	
Q9UQQ2	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	SH2B3	0.0522437911415143	
Q9C004	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	SPRY4	0.0376803225564857	
Q9NZC7	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	WWOX	0.1474901453241535	
Q96T23	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	RSF1	0.0317167111407635	
O43157	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	PLXNB1	0.0191397891855348	
O14964	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	HGS	0.0941170356426166	
P18146	bindingprot and/or protein,protein and/or tf,tf	NA	NA	bindingprot and/or protein,protein and/or tf	tf	NA	EGR1	0.1206723347180957	
Q96KS0	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	EGLN2	0.096817188496292	
P09467	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	FBP1	0.0825647769745929	
Q12972	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	PPP1R8	0.1743469351734611	
P09211	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	GSTP1	0.0614351789473443	
P09341	bindingprot and/or protein,protein and/or tf,deg	NA	NA	bindingprot and/or protein,protein and/or tf	NA	deg	CXCL1	0.0417362560145633	7.38712496437115
P31260	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	HOXA10	0.2069771294843686	
P42226	bindingprot and/or protein,protein and/or tf,tf	NA	NA	bindingprot and/or protein,protein and/or tf	tf	NA	STAT6	0.1483528181070382	
Q04912	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	MST1R	0.1067900429106643	
Q9Y4A5	bindingprot and/or protein,protein and/or tf,tf	NA	NA	bindingprot and/or protein,protein and/or tf	tf	NA	TRRAP	0.0821485616648335	
P42345	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	MTOR	0.0791316143983743	
P49768	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	PSEN1	0.3227072225910584	
Q12955	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	ANK3	0.0936118634776978	
O94806	bindingprot and/or protein,protein and/or tf,deg	NA	NA	bindingprot and/or protein,protein and/or tf	NA	deg	PRKD3	0.1581536682932304	6.12048652711167
P49715	bindingprot and/or protein,protein and/or tf,tf	NA	NA	bindingprot and/or protein,protein and/or tf	tf	NA	CEBPA	0.1004170536161878	
Q9Y6K9	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	IKBKG	0.1426120221857134	
Q14694	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	USP10	0.0277166205827574	
O14641	bindingprot and/or protein,protein and/or tf	NA	NA	bindingprot and/or protein,protein and/or tf	NA	NA	DVL2	0.261220907992093	
COMPLEX:P05412	nan,nan,tf	NA	NA	nan,nan	tf	NA	COMPLEX:P05412		
COMPLEX:P17275	nan,nan,tf	NA	NA	nan,nan	tf	NA	COMPLEX:P17275		
COMPLEX:P17535	nan,nan,tf	NA	NA	nan,nan	tf	NA	COMPLEX:P17535		
P43268	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ETV4	0.0066942188484896	6.30996165280021
P20226	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	TBP	0.0077094483896835	
P39880	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	CUX1	0.057811914210449	
Q13948	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	CUX1	0.0368931643577064	
Q04864	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	REL	0.0668832732356733	
COMPLEX:Q04206	nan,nan,tf	NA	NA	nan,nan	tf	NA	COMPLEX:Q04206		
COMPLEX:P19838	nan,nan,tf	NA	NA	nan,nan	tf	NA	COMPLEX:P19838		
COMPLEX:Q01201	nan,nan,tf	NA	NA	nan,nan	tf	NA	COMPLEX:Q01201		
COMPLEX:Q00653	nan,nan,tf	NA	NA	nan,nan	tf	NA	COMPLEX:Q00653		
COMPLEX:Q04864	nan,nan,tf	NA	NA	nan,nan	tf	NA	COMPLEX:Q04864		
P20823	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	HNF1A	0.0544314982565954	
P35680	nan,nan,tf	NA	NA	nan,nan	tf	NA	HNF1B	0.0674689400441646	
Q02447	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	SP3	0.052886500284711	
P49716	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	CEBPD	0.0306979896651251	
P32519	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ELF1	0.0846524224213206	
Q99607	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ELF4	0.0467934395511763	
Q13887	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	KLF5	0.0472714406895398	
P14859	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	POU2F1	0.0467668717758759	
P49711	nan,nan,tf	NA	NA	nan,nan	tf	NA	CTCF	0.0074258194006967	
P61244	nan,nan,tf	NA	NA	nan,nan	tf	NA	MAX	0.087836732344048	
P62380	nan,nan,tf	NA	NA	nan,nan	tf	NA	TBPL1		
Q02078	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	MEF2A	0.1617706093749786	
P22415	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	USF1	0.0377808351417227	
Q02363	nan,nan,tf	NA	NA	nan,nan	tf	NA	ID2	0.0869175363789523	
P41970	nan,nan,tf	NA	NA	nan,nan	tf	NA	ELK3	0.1025760160979654	
P08235	nan,nan,tf	NA	NA	nan,nan	tf	NA	NR3C2	0.0232833313464321	
P18846	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ATF1	0.0877582329138203	
Q5T0B9	nan,nan,tf	NA	NA	nan,nan	tf	NA	ZNF362		
P11473	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	VDR	0.1035246441380155	
P23246	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	SFPQ	0.0484853887395111	
P17096	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	HMGA1	0.0934625017416267	
Q16254	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	E2F4	0.0512911032922729	
Q14186	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	TFDP1	0.0140315373609797	
Q02446	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	SP4	0.0164345283340628	
Q99814	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	EPAS1	0.1085011629413734	
P53539	nan,nan,tf	NA	NA	nan,nan	tf	NA	FOSB	0.0120681400161833	
P53567	nan,nan,tf	NA	NA	nan,nan	tf	NA	CEBPG		
P15923	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	TCF3	0.5724766701522946	
Q05195	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	MXD1	0.0380838303635789	
P35869	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	AHR	0.0299029855645985	
Q06546	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	GABPA	0.0508965488405801	
P50539	nan,nan,tf	NA	NA	nan,nan	tf	NA	MXI1	0.0058627119145609	
Q12800	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	TFCP2	0.0786680151551508	
Q02086	nan,nan,tf	NA	NA	nan,nan	tf	NA	SP2	0.0012607731822191	
O43593	nan,nan,tf	NA	NA	nan,nan	tf	NA	HR		
Q08945	nan,nan,tf	NA	NA	nan,nan	tf	NA	SSRP1	0.0120287618379605	
Q15853	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	USF2	0.0317124796835857	
O75376	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	NCOR1	0.1388701156596173	
P18847	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ATF3	0.0180864810432293	
P41134	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ID1	0.0704605075845947	
Q99626	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	CDX2	0.0421375876425123	
P47902	nan,nan,tf	NA	NA	nan,nan	tf	NA	CDX1		
P51692	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	STAT5B	0.2759163984019364	
Q02556	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	IRF8	0.0147232191304611	
P56270	nan,nan,tf	NA	NA	nan,nan	tf	NA	MAZ	0.0761800252812727	
P06733	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ENO1	0.1191160649050005	
Q07869	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	PPARA	0.0831625416472904	
P15036	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ETS2	0.0772756616103538	
P14316	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	IRF2	0.0139864848427174	
Q99697	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	PITX2	0.0571144079772604	
O75444	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	MAF	0.0664071542256074	
Q01196	nan,protein and/or tf,tf,deg	NA	NA	nan,protein and/or tf	tf	deg	RUNX1	0.0780408475382329	5.60656784827654
O14503	nan,nan,tf	NA	NA	nan,nan	tf	NA	BHLHE40		
P48436	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	SOX9	0.1263778607886702	
P35398	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	RORA	0.054395711070627	
Q14209	nan,protein and/or tf,tf,deg	NA	NA	nan,protein and/or tf	tf	deg	E2F2	0.0481913429606898	3.6446325612433
O00716	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	E2F3	0.0271445747379143	
Q00978	nan,nan,tf	NA	NA	nan,nan	tf	NA	IRF9	0.0548391463124295	
P16989	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	YBX3	0.0368931854267463	
Q14653	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	IRF3	0.1287016663659798	
P10244	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	MYBL2	0.0601815157478008	
P26358	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	DNMT1	0.0783551676246594	
P11474	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ESRRA	0.06624818863167	
Q03164	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	KMT2A	0.0564046756556346	
Q14814	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	MEF2D	0.1801127431150743	
Q66K89	nan,nan,tf	NA	NA	nan,nan	tf	NA	E4F1	0.014798261502382	
P0DPQ6	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	P0DPQ6	0.0852164083779472	
P35638	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	DDIT3	0.0840399142665032	
P28698	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	MZF1	0.0466698761038902	
P57682	nan,nan,tf	NA	NA	nan,nan	tf	NA	KLF3	0.0080355872058113	
P40337	nan,nan,tf	NA	NA	nan,nan	tf	NA	VHL	0.0546310780594784	
Q99583	nan,nan,tf	NA	NA	nan,nan	tf	NA	MNT	0.0047476642119116	
Q9Y5J3	nan,nan,tf	NA	NA	nan,nan	tf	NA	HEY1	0.0549625730802357	
Q06945	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	SOX4	0.0395697724326444	
P19419	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ELK1	0.1130376458616638	
Q12772	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	SREBF2	0.0438997836357976	
Q99612	nan,nan,tf	NA	NA	nan,nan	tf	NA	KLF6	0.0084492585465605	
Q9BYH8	nan,nan,tf	NA	NA	nan,nan	tf	NA	NFKBIZ	0.0162063970344868	
Q9UMQ3	nan,nan,tf	NA	NA	nan,nan	tf	NA	BARX2		
O95238	nan,nan,tf	NA	NA	nan,nan	tf	NA	SPDEF	0.0034339122888844	
Q99732	nan,nan,tf	NA	NA	nan,nan	tf	NA	LITAF		
P23511	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	NFYA	0.0401194417669927	
O00482	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	NR5A2	0.0530478671736976	
Q9NYF8	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	BCLAF1	0.0919198982496577	
Q9Y2N7	nan,nan,tf	NA	NA	nan,nan	tf	NA	HIF3A	0.0016395330749414	
P78545	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ELF3	0.0314520498797352	
Q9NZC4	nan,nan,tf	NA	NA	nan,nan	tf	NA	EHF		
O14867	nan,nan,tf	NA	NA	nan,nan	tf	NA	BACH1	0.0148393907085457	
P28347	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	TEAD1	0.0374695455932039	
P36956	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	SREBF1	0.1379452392981824	
P55317	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	FOXA1	0.0404694533791679	
O95365	nan,nan,tf	NA	NA	nan,nan	tf	NA	ZBTB7A		
Q9Y2D9	nan,nan,tf	NA	NA	nan,nan	tf	NA	ZNF652	0.0	
O75081	nan,nan,tf	NA	NA	nan,nan	tf	NA	CBFA2T3	0.0	
Q9Y468	nan,nan,tf	NA	NA	nan,nan	tf	NA	L3MBTL1	0.0060642638625626	
Q9UGL1	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	KDM5B	0.0115380772053572	
Q01826	nan,nan,tf	NA	NA	nan,nan	tf	NA	SATB1	0.0106454386545072	
Q92908	nan,protein and/or tf,tf,deg	NA	NA	nan,protein and/or tf	tf	deg	GATA6	0.0916415714159599	2.87226423662461
Q9H4Z2	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ZNF335	0.0368931490059572	
Q92664	nan,nan,tf	NA	NA	nan,nan	tf	NA	GTF3A		
Q9H2X6	nan,nan,tf	NA	NA	nan,nan	tf	NA	HIPK2	0.1443787362562043	
P18848	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ATF4	0.0437236963043405	
Q01844	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	EWSR1	0.1211124305829587	
Q15561	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	TEAD4	0.0113127755192185	
P22670	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	RFX1	0.0491313453444743	
Q15788	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	NCOA1	0.0960905618485402	
Q9BUP3	nan,nan,tf	NA	NA	nan,nan	tf	NA	HTATIP2	0.0116139203654173	
Q8TF68	nan,nan,tf	NA	NA	nan,nan	tf	NA	ZNF384		
Q9Y6Q9	nan,protein and/or tf,tf,deg	NA	NA	nan,protein and/or tf	tf	deg	NCOA3	0.1814765643081536	4.76851040405672
Q9Y5W3	nan,nan,tf	NA	NA	nan,nan	tf	NA	KLF2	0.0233216517588515	
P51858	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	HDGF	0.0576711766838373	
P25791	nan,nan,tf	NA	NA	nan,nan	tf	NA	LMO2		
P98177	nan,nan,tf	NA	NA	nan,nan	tf	NA	FOXO4	0.1665222697631949	
Q00613	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	HSF1	0.1490683016187707	
Q15361	nan,nan,tf	NA	NA	nan,nan	tf	NA	TTF1		
O75626	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	PRDM1	0.0348303322838173	
Q14872	nan,nan,tf	NA	NA	nan,nan	tf	NA	MTF1		
Q13330	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	MTA1	0.0339267497452713	
Q9NRM2	nan,nan,tf	NA	NA	nan,nan	tf	NA	ZNF277		
Q9NQB0	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	TCF7L2	0.1010909613527296	
Q9BRR0	nan,nan,tf	NA	NA	nan,nan	tf	NA	ZKSCAN3	0.006616734315987	
O15119	nan,nan,tf	NA	NA	nan,nan	tf	NA	TBX3		
Q03933	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	HSF2	0.0052910045195597	
Q00059	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	TFAM	0.0447552952313113	
Q92993	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	KAT5	0.304454166536368	
Q9NS37	nan,nan,tf	NA	NA	nan,nan	tf	NA	CREBZF		
P25208	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	NFYB	0.0116944595323046	
P11831	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	SRF	0.1126702504814385	
Q13118	nan,nan,tf	NA	NA	nan,nan	tf	NA	KLF10	0.0129543703062591	
Q9BQA5	nan,nan,tf	NA	NA	nan,nan	tf	NA	HINFP	0.0132184872506936	
Q12968	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	NFATC3	0.1027695607356917	
Q9Y5Q3	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	MAFB	0.0786194422213014	
Q15233	nan,nan,tf	NA	NA	nan,nan	tf	NA	NONO	0.0038631241042407	
Q92786	nan,nan,tf	NA	NA	nan,nan	tf	NA	PROX1	0.0013388029249904	
P10828	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	THRB	0.0638108458259897	
P52747	nan,nan,tf	NA	NA	nan,nan	tf	NA	ZNF143		
Q9Y2D1	nan,nan,tf	NA	NA	nan,nan	tf	NA	ATF5		
Q9Y2K7	nan,nan,tf	NA	NA	nan,nan	tf	NA	KDM2A	0.0096546855071526	
Q9UBB5	nan,nan,tf	NA	NA	nan,nan	tf	NA	MBD2		
Q86T24	nan,nan,tf	NA	NA	nan,nan	tf	NA	ZBTB33		
P17861	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	XBP1	0.0741308505424213	
P52926	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	HMGA2	0.0075282548403858	
P09086	nan,nan,tf	NA	NA	nan,nan	tf	NA	POU2F2	0.0007904672645357	
Q15723	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	ELF2	0.0419085864805456	
Q99081	nan,protein and/or tf,tf,deg	NA	NA	nan,protein and/or tf	tf	deg	TCF12	0.0108631825482924	3.3358548270726
Q00577	nan,nan,tf	NA	NA	nan,nan	tf	NA	PURA		
P21675	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	TAF1	0.040994303368517	
Q7RTV0	nan,nan,tf	NA	NA	nan,nan	tf	NA	PHF5A		
Q9UL36	nan,nan,tf	NA	NA	nan,nan	tf	NA	ZNF236		
O60675	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	MAFK	0.01857113300575	
O75461	nan,nan,tf	NA	NA	nan,nan	tf	NA	E2F6	0.0098994678557303	
Q9NR48	nan,nan,tf	NA	NA	nan,nan	tf	NA	ASH1L		
Q13951	nan,nan,tf	NA	NA	nan,nan	tf	NA	CBFB	0.0037445583386517	
Q14839	nan,nan,tf	NA	NA	nan,nan	tf	NA	CHD4	0.0700593524285723	
P33076	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	CIITA	0.0918483256224867	
P41212	nan,nan,tf	NA	NA	nan,nan	tf	NA	ETV6	0.0614828096925847	
P15408	nan,nan,tf	NA	NA	nan,nan	tf	NA	FOSL2	0.0322975992119096	
Q9C009	nan,nan,tf	NA	NA	nan,nan	tf	NA	FOXQ1		
Q9UGP4	nan,nan,tf	NA	NA	nan,nan	tf	NA	LIMD1	0.0419086727822867	
Q15648	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	MED1	0.0661131810124576	
O94916	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	NFAT5	0.0901182080767139	
Q13952	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	NFYC	0.0124138622164491	
O75928	nan,nan,tf	NA	NA	nan,nan	tf	NA	PIAS2	0.0268676909731212	
Q8N2W9	nan,nan,tf	NA	NA	nan,nan	tf	NA	PIAS4	0.0776830835085108	
Q9UPG8	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	PLAGL2	0.0156255616181687	
O14593	nan,nan,tf	NA	NA	nan,nan	tf	NA	RFXANK		
O00287	nan,nan,tf	NA	NA	nan,nan	tf	NA	RFXAP		
P51532	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	SMARCA4	0.0534733885107714	
Q12824	nan,nan,tf	NA	NA	nan,nan	tf	NA	SMARCB1	0.0254611095885506	
P15884	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	TCF4	0.098529428355065	
Q04726	nan,nan,tf	NA	NA	nan,nan	tf	NA	TLE3	0.0449689726378093	
Q99816	nan,nan,tf	NA	NA	nan,nan	tf	NA	TSG101	0.0009295467676373	
Q01831	nan,nan,tf	NA	NA	nan,nan	tf	NA	XPC	0.0392830497196127	
Q01201	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	RELB	0.0652927357813073	
O60381	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	HBP1	0.0342737209652852	
Q96ST3	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	SIN3A	0.0410335545409791	
Q9UBK2	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	PPARGC1A	0.1054507202153746	
Q9UKN5	nan,nan,tf	NA	NA	nan,nan	tf	NA	PRDM4		
Q9BYM8	nan,nan,tf	NA	NA	nan,nan	tf	NA	RBCK1	0.0172046024124904	
Q6W2J9	nan,nan,tf	NA	NA	nan,nan	tf	NA	BCOR	0.0287601284026406	
Q9BTC8	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	MTA3	0.0134102719308119	
Q01130	nan,protein and/or tf,tf	NA	NA	nan,protein and/or tf	tf	NA	SRSF2	0.1163790957746447	
Q9UPW6	nan,nan,tf,deg	NA	NA	nan,nan	tf	deg	SATB2	0.0064107784262539	1.00300432161211
