source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	curation_effort	references	sources	n_sources	n_primary_sources	n_references	references_stripped
P16220	Q16665	CREB1	HIF1A	True	True	False	True	True	False	1	CollecTRI:17721610	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	17721610
Q06546	Q8TAS1	GABPA	UHMK1	True	False	True	True	False	True	1	CollecTRI:17726090	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	1	17726090
P04150	P04083	NR3C1	ANXA1	True	True	False	True	True	False	1	CollecTRI:17785822	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	17785822
O43474	P30279	KLF4	CCND2	True	True	False	True	True	False	1	CollecTRI:17878366	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	17878366
Q02556	P25445	IRF8	FAS	True	True	False	True	True	False	1	CollecTRI:17878376	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	1	17878376
P19838	Q16665	NFKB1	HIF1A	True	True	False	True	True	False	3	CollecTRI:17898080;CollecTRI:18498249;DoRothEA:18498249	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	2	17898080;18498249
Q04206	Q16665	RELA	HIF1A	True	True	False	True	True	False	4	CollecTRI:17898080;CollecTRI:18498249;CollecTRI:23185316;DoRothEA:18498249	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	3	17898080;18498249;23185316
P78545	P61626	ELF3	LYZ	True	True	False	True	True	False	1	CollecTRI:17905856	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	1	17905856
Q9NZC4	P61626	EHF	LYZ	True	True	False	True	True	False	1	CollecTRI:17905856	CollecTRI;ExTRI_CollecTRI	2	1	1	17905856
P41182	P14555	BCL6	PLA2G2A	True	True	False	True	True	False	1	CollecTRI:17908795	CollecTRI;ExTRI_CollecTRI	2	1	1	17908795
Q03181	P14555	PPARD	PLA2G2A	True	True	False	True	True	False	1	CollecTRI:17908795	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	17908795
O14867	Q16881	BACH1	TXNRD1	True	True	False	True	True	False	1	CollecTRI:17942419	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;ReMap_DoRothEA	5	2	1	17942419
Q16236	Q16881	NFE2L2	TXNRD1	True	True	False	True	True	False	5	CollecTRI:12949356;CollecTRI:15521073;CollecTRI:17942419;CollecTRI:21596795;CollecTRI:23571756	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;ReMap_DoRothEA	7	2	5	12949356;15521073;17942419;21596795;23571756
P26358	P25445	DNMT1	FAS	True	True	False	True	True	False	1	CollecTRI:17960246	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	17960246
P18146	O15392	EGR1	BIRC5	True	False	True	True	False	True	3	CollecTRI:18027854;CollecTRI:19767411;CollecTRI:19837979	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI	5	1	3	18027854;19767411;19837979
P17676	P19957	CEBPB	PI3	True	True	False	True	True	False	1	CollecTRI:18056453	CollecTRI;ExTRI_CollecTRI	2	1	1	18056453
P01106	Q8ND76	MYC	CCNY	True	True	False	True	True	False	1	CollecTRI:18060517	CollecTRI;DoRothEA;ExTRI_CollecTRI;ReMap_DoRothEA	4	2	1	18060517
P39880	P00374	CUX1	DHFR	True	True	False	True	True	False	1	CollecTRI:18064384	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	18064384
Q13948	P00374	CUX1	DHFR	True	True	False	True	True	False	1	CollecTRI:18064384	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	18064384
COMPLEX:Q04206	Q96KP6	RELA	TNIP3	True	True	False	True	True	False	1	CollecTRI:18081698	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	1	18081698
COMPLEX:P19838	Q96KP6	NFKB1	TNIP3	True	True	False	True	True	False	1	CollecTRI:18081698	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	1	18081698
COMPLEX:Q01201	Q96KP6	RELB	TNIP3	True	True	False	True	True	False	1	CollecTRI:18081698	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	1	18081698
COMPLEX:Q00653	Q96KP6	NFKB2	TNIP3	True	True	False	True	True	False	1	CollecTRI:18081698	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	1	18081698
COMPLEX:Q04864	Q96KP6	REL	TNIP3	True	True	False	True	True	False	1	CollecTRI:18081698	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	1	18081698
COMPLEX:Q04206	Q9HC84	RELA	MUC5B	True	True	False	True	True	False	2	CollecTRI:18091336;CollecTRI:20935193	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	2	18091336;20935193
COMPLEX:P19838	Q9HC84	NFKB1	MUC5B	True	True	False	True	True	False	2	CollecTRI:18091336;CollecTRI:20935193	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	2	18091336;20935193
COMPLEX:Q01201	Q9HC84	RELB	MUC5B	True	True	False	True	True	False	2	CollecTRI:18091336;CollecTRI:20935193	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	2	18091336;20935193
COMPLEX:Q00653	Q9HC84	NFKB2	MUC5B	True	True	False	True	True	False	2	CollecTRI:18091336;CollecTRI:20935193	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	2	18091336;20935193
COMPLEX:Q04864	Q9HC84	REL	MUC5B	True	True	False	True	True	False	2	CollecTRI:18091336;CollecTRI:20935193	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	2	18091336;20935193
P26358	P15941	DNMT1	MUC1	True	True	False	True	True	False	1	CollecTRI:18154934	CollecTRI;ExTRI_CollecTRI	2	1	1	18154934
P28347	Q01628	TEAD1	IFITM3	True	True	False	True	True	False	1	CollecTRI:18177740	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	1	18177740
Q03060	P15056	CREM	BRAF	True	True	False	True	True	False	1	CollecTRI:18202121	CollecTRI;ExTRI_CollecTRI	2	1	1	18202121
P10242	Q9NVH2	MYB	INTS7	True	False	True	True	False	True	2	CollecTRI:18213392;DoRothEA:18213392	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA	6	2	1	18213392
P10244	Q9NVH2	MYBL2	INTS7	True	False	True	True	False	True	1	CollecTRI:18213392	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	1	18213392
P04637	Q9NVH2	TP53	INTS7	True	False	True	True	False	True	2	CollecTRI:18213392;DoRothEA:18213392	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;PAZAR_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	8	2	1	18213392
P36956	Q9H5J4	SREBF1	ELOVL6	True	True	False	True	True	False	2	CollecTRI:18226595;SIGNOR:18226595	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;ReMap_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TFactS_CollecTRI	9	3	1	18226595
Q04864	Q9UIL8	REL	PHF11	True	True	False	True	True	False	1	CollecTRI:18245482	CollecTRI;ExTRI_CollecTRI	2	1	1	18245482
O43524	Q16665	FOXO3	HIF1A	True	False	True	True	False	True	1	CollecTRI:18268343	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	1	18268343
P55317	Q02817	FOXA1	MUC2	True	True	False	True	True	False	1	CollecTRI:18336786	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;Pavlidis2021_CollecTRI	6	2	1	18336786
P41134	O14965	ID1	AURKA	True	True	False	True	True	False	1	CollecTRI:18353975	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	1	18353975
O95365	P08047	ZBTB7A	SP1	True	True	False	False	False	False	1	CollecTRI:18368381	CollecTRI;ExTRI_CollecTRI	2	1	1	18368381
COMPLEX:Q04206	Q16665	RELA	HIF1A	True	True	False	True	True	False	10	CollecTRI:17898080;CollecTRI:18393939;CollecTRI:18498249;CollecTRI:19132225;CollecTRI:19414801;CollecTRI:20001745;CollecTRI:20813154;CollecTRI:23185316;CollecTRI:23185615;CollecTRI:24042437	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	10	17898080;18393939;18498249;19132225;19414801;20001745;20813154;23185316;23185615;24042437
COMPLEX:P19838	Q16665	NFKB1	HIF1A	True	True	False	True	True	False	10	CollecTRI:17898080;CollecTRI:18393939;CollecTRI:18498249;CollecTRI:19132225;CollecTRI:19414801;CollecTRI:20001745;CollecTRI:20813154;CollecTRI:23185316;CollecTRI:23185615;CollecTRI:24042437	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	10	17898080;18393939;18498249;19132225;19414801;20001745;20813154;23185316;23185615;24042437
COMPLEX:Q01201	Q16665	RELB	HIF1A	True	True	False	True	True	False	10	CollecTRI:17898080;CollecTRI:18393939;CollecTRI:18498249;CollecTRI:19132225;CollecTRI:19414801;CollecTRI:20001745;CollecTRI:20813154;CollecTRI:23185316;CollecTRI:23185615;CollecTRI:24042437	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	10	17898080;18393939;18498249;19132225;19414801;20001745;20813154;23185316;23185615;24042437
COMPLEX:Q00653	Q16665	NFKB2	HIF1A	True	True	False	True	True	False	10	CollecTRI:17898080;CollecTRI:18393939;CollecTRI:18498249;CollecTRI:19132225;CollecTRI:19414801;CollecTRI:20001745;CollecTRI:20813154;CollecTRI:23185316;CollecTRI:23185615;CollecTRI:24042437	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	10	17898080;18393939;18498249;19132225;19414801;20001745;20813154;23185316;23185615;24042437
COMPLEX:Q04864	Q16665	REL	HIF1A	True	True	False	True	True	False	10	CollecTRI:17898080;CollecTRI:18393939;CollecTRI:18498249;CollecTRI:19132225;CollecTRI:19414801;CollecTRI:20001745;CollecTRI:20813154;CollecTRI:23185316;CollecTRI:23185615;CollecTRI:24042437	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	10	17898080;18393939;18498249;19132225;19414801;20001745;20813154;23185316;23185615;24042437
Q08050	P35226	FOXM1	BMI1	True	True	False	True	True	False	1	CollecTRI:18408007	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TFe_DoRothEA	6	2	1	18408007
COMPLEX:P05412	P19875	JUN	CXCL2	True	True	False	True	True	False	5	CollecTRI:12914794;CollecTRI:14597166;CollecTRI:15666090;CollecTRI:18452653;CollecTRI:19299558	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	5	1	5	12914794;14597166;15666090;18452653;19299558
COMPLEX:P17275	P19875	JUNB	CXCL2	True	True	False	True	True	False	5	CollecTRI:12914794;CollecTRI:14597166;CollecTRI:15666090;CollecTRI:18452653;CollecTRI:19299558	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	5	1	5	12914794;14597166;15666090;18452653;19299558
COMPLEX:P17535	P19875	JUND	CXCL2	True	True	False	True	True	False	5	CollecTRI:12914794;CollecTRI:14597166;CollecTRI:15666090;CollecTRI:18452653;CollecTRI:19299558	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	5	1	5	12914794;14597166;15666090;18452653;19299558
Q01196	Q99081	RUNX1	TCF12	True	True	False	True	True	False	1	CollecTRI:18456661	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA;ReMap_DoRothEA	5	2	1	18456661
Q9Y2D9	Q99081	ZNF652	TCF12	True	True	False	True	True	False	1	CollecTRI:18456661	CollecTRI;ExTRI_CollecTRI	2	1	1	18456661
O75081	Q99081	CBFA2T3	TCF12	True	True	False	False	False	False	1	CollecTRI:18456661	CollecTRI;TRRUST_CollecTRI	2	1	1	18456661
COMPLEX:P05412	P08047	JUN	SP1	True	True	False	True	True	False	3	CollecTRI:11956220;CollecTRI:18472212;CollecTRI:20418387	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	3	11956220;18472212;20418387
COMPLEX:P17275	P08047	JUNB	SP1	True	True	False	True	True	False	3	CollecTRI:11956220;CollecTRI:18472212;CollecTRI:20418387	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	3	11956220;18472212;20418387
COMPLEX:P17535	P08047	JUND	SP1	True	True	False	True	True	False	3	CollecTRI:11956220;CollecTRI:18472212;CollecTRI:20418387	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	3	11956220;18472212;20418387
Q9Y468	Q01196	L3MBTL1	RUNX1	True	False	True	True	False	True	2	CollecTRI:18474616;DoRothEA:18474616	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	18474616
Q13485	Q02817	SMAD4	MUC2	True	True	False	True	True	False	1	CollecTRI:18498120	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	18498120
Q16254	O15392	E2F4	BIRC5	True	False	True	True	False	True	6	CollecTRI:17531812;CollecTRI:17671431;CollecTRI:18504435;HTRIdb:17531812;HTRIdb:17671431;SIGNOR:18504435	CollecTRI;DoRothEA;ENCODE-proximal;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	15	5	3	17531812;17671431;18504435
P18146	Q16665	EGR1	HIF1A	True	True	False	True	True	False	4	CollecTRI:18506761;CollecTRI:20448047;DoRothEA:18506761;HTRIdb:18506761	CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	10	3	2	18506761;20448047
P04637	P04083	TP53	ANXA1	True	True	False	True	True	False	1	CollecTRI:18541673	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	18541673
P14859	O95997	POU2F1	PTTG1	True	True	False	True	True	False	1	CollecTRI:18550719	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	18550719
Q16665	O14965	HIF1A	AURKA	True	True	False	True	True	False	5	CollecTRI:18562694;CollecTRI:19828020;DoRothEA:18562694;HTRIdb:18562694;HTRIdb:19828020	CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;TFe_DoRothEA	8	3	2	18562694;19828020
P40763	Q99102	STAT3	MUC4	True	True	False	True	True	False	3	CollecTRI:15485908;CollecTRI:18573283;DoRothEA:18573283	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	2	2	15485908;18573283
P42229	O14965	STAT5A	AURKA	True	True	False	True	True	False	2	CollecTRI:18586824;CollecTRI:22729867	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	2	18586824;22729867
Q9UGL1	P35226	KDM5B	BMI1	True	True	False	True	True	False	1	CollecTRI:18591252	CollecTRI;ExTRI_CollecTRI	2	1	1	18591252
P16220	P25815	CREB1	S100P	True	True	False	True	True	False	3	CollecTRI:18636203;CollecTRI:20155429;CollecTRI:20890108	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	3	18636203;20155429;20890108
P18146	P11912	EGR1	CD79A	True	True	False	True	True	False	1	CollecTRI:18641300	CollecTRI;DoRothEA;ENCODE-distal;ExTRI_CollecTRI;PAZAR_DoRothEA	5	3	1	18641300
Q02363	P11912	ID2	CD79A	True	True	False	True	True	False	1	CollecTRI:18641300	CollecTRI;ExTRI_CollecTRI	2	1	1	18641300
Q01196	O15392	RUNX1	BIRC5	True	True	False	True	True	False	1	CollecTRI:18687517	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	18687517
Q01826	P15924	SATB1	DSP	True	True	False	True	True	False	1	CollecTRI:18722016	CollecTRI;ExTRI_CollecTRI	2	1	1	18722016
Q92908	Q03112	GATA6	MECOM	True	True	False	True	True	False	1	CollecTRI:18765291	CollecTRI;DoRothEA;ExTRI_CollecTRI;ReMap_DoRothEA	4	2	1	18765291
Q06413	Q03112	MEF2C	MECOM	True	True	False	True	True	False	1	CollecTRI:18765291	CollecTRI;ExTRI_CollecTRI	2	1	1	18765291
P40763	P08047	STAT3	SP1	True	True	False	True	True	False	1	CollecTRI:18769160	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	1	18769160
COMPLEX:Q04206	P08047	RELA	SP1	True	True	False	True	True	False	1	CollecTRI:18769160	CollecTRI;ExTRI_CollecTRI	2	1	1	18769160
COMPLEX:P19838	P08047	NFKB1	SP1	True	True	False	True	True	False	1	CollecTRI:18769160	CollecTRI;ExTRI_CollecTRI	2	1	1	18769160
COMPLEX:Q01201	P08047	RELB	SP1	True	True	False	True	True	False	1	CollecTRI:18769160	CollecTRI;ExTRI_CollecTRI	2	1	1	18769160
COMPLEX:Q00653	P08047	NFKB2	SP1	True	True	False	True	True	False	1	CollecTRI:18769160	CollecTRI;ExTRI_CollecTRI	2	1	1	18769160
COMPLEX:Q04864	P08047	REL	SP1	True	True	False	True	True	False	1	CollecTRI:18769160	CollecTRI;ExTRI_CollecTRI	2	1	1	18769160
Q14186	P08047	TFDP1	SP1	True	True	False	True	True	False	1	CollecTRI:18769160	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	18769160
Q99697	P08047	PITX2	SP1	True	True	False	True	True	False	1	CollecTRI:18775701	CollecTRI;ExTRI_CollecTRI	2	1	1	18775701
P08651	P08047	NFIC	SP1	True	True	False	False	False	False	1	CollecTRI:18775869	CollecTRI;ExTRI_CollecTRI	2	1	1	18775869
O00716	O14965	E2F3	AURKA	True	True	False	True	True	False	3	CollecTRI:18776222;CollecTRI:22894933;DoRothEA:18776222	CollecTRI;DoRothEA;ExTRI_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	2	18776222;22894933
COMPLEX:Q04206	Q9UEW8	RELA	STK39	True	True	False	True	True	False	1	CollecTRI:18787102	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	1	18787102
COMPLEX:P19838	Q9UEW8	NFKB1	STK39	True	True	False	True	True	False	1	CollecTRI:18787102	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	1	18787102
COMPLEX:Q01201	Q9UEW8	RELB	STK39	True	True	False	True	True	False	1	CollecTRI:18787102	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	1	18787102
COMPLEX:Q00653	Q9UEW8	NFKB2	STK39	True	True	False	True	True	False	1	CollecTRI:18787102	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	1	18787102
COMPLEX:Q04864	Q9UEW8	REL	STK39	True	True	False	True	True	False	1	CollecTRI:18787102	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	1	18787102
P14921	P36897	ETS1	TGFBR1	True	True	False	True	True	False	1	CollecTRI:18798011	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA	5	2	1	18798011
Q9H4Z2	P06702	ZNF335	S100A9	True	True	False	True	True	False	1	CollecTRI:1880804	CollecTRI;ExTRI_CollecTRI	2	1	1	1880804
Q92664	O15392	GTF3A	BIRC5	True	True	False	True	True	False	1	CollecTRI:18979278	CollecTRI;ExTRI_CollecTRI	2	1	1	18979278
Q02086	P08047	SP2	SP1	True	True	False	True	True	False	1	CollecTRI:18996436	CollecTRI;ENCODE-proximal;ExTRI_CollecTRI	3	2	1	18996436
P25490	P61626	YY1	LYZ	True	True	False	True	True	False	1	CollecTRI:19002874	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	19002874
Q04206	P16070	RELA	CD44	True	True	False	True	True	False	1	CollecTRI:19003818	CollecTRI;DoRothEA;ExTRI_CollecTRI;ReMap_DoRothEA	4	2	1	19003818
Q04206	Q02817	RELA	MUC2	True	True	False	True	True	False	4	CollecTRI:12237307;CollecTRI:12686724;CollecTRI:18176092;CollecTRI:19014523	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	4	12237307;12686724;18176092;19014523
Q9H2X6	Q16665	HIPK2	HIF1A	True	False	True	False	False	False	1	CollecTRI:19046997	CollecTRI;TRRUST_CollecTRI	2	1	1	19046997
P18848	P25815	ATF4	S100P	True	True	False	True	True	False	2	CollecTRI:19073601;DoRothEA:19073601	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;ReMap_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	1	19073601
Q01844	O14965	EWSR1	AURKA	True	True	False	True	True	False	1	CollecTRI:19074838	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	19074838
Q13133	Q13131	NR1H3	PRKAA1	True	True	False	True	True	False	2	CollecTRI:19125418;CollecTRI:20395595	CollecTRI;ExTRI_CollecTRI	2	1	2	19125418;20395595
Q16665	P15941	HIF1A	MUC1	True	True	False	True	True	False	4	CollecTRI:19141292;CollecTRI:19549898;CollecTRI:22869720;DoRothEA:19141292	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFe_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	3	19141292;19549898;22869720
Q03164	P35226	KMT2A	BMI1	True	True	False	True	True	False	2	CollecTRI:19208841;CollecTRI:25056311	CollecTRI;ExTRI_CollecTRI	2	1	2	19208841;25056311
O43524	O15392	FOXO3	BIRC5	True	False	True	True	False	True	5	CollecTRI:18426407;CollecTRI:19211844;CollecTRI:19470765;CollecTRI:22056878;DoRothEA:22056878	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	4	18426407;19211844;19470765;22056878
P42229	P80188	STAT5A	LCN2	True	True	False	True	True	False	1	CollecTRI:19229297	CollecTRI;ExTRI_CollecTRI;Pavlidis2021_CollecTRI	3	1	1	19229297
Q15561	Q16665	TEAD4	HIF1A	True	True	False	True	True	False	3	CollecTRI:19236848;CollecTRI:21540178;CollecTRI:24213609	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	3	19236848;21540178;24213609
P10244	O15392	MYBL2	BIRC5	True	True	False	True	True	False	1	CollecTRI:19252525	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	19252525
P04637	P09341	TP53	CXCL1	True	True	False	True	True	False	1	CollecTRI:19258312	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	19258312
P22670	P01903	RFX1	HLA-DRA	True	True	False	True	True	False	4	CollecTRI:11889043;CollecTRI:19280058;CollecTRI:2467188;DoRothEA:11889043	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	3	11889043;19280058;2467188
Q15910	P29323	EZH2	EPHB2	True	True	False	True	True	False	1	CollecTRI:19289832	CollecTRI;ExTRI_CollecTRI	2	1	1	19289832
Q15788	Q9Y6Q9	NCOA1	NCOA3	True	True	False	True	True	False	1	CollecTRI:19305643	CollecTRI;DoRothEA;ExTRI_CollecTRI;ReMap_DoRothEA	4	2	1	19305643
Q15596	Q9Y6Q9	NCOA2	NCOA3	True	True	False	True	True	False	1	CollecTRI:19305643	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;ReMap_DoRothEA	5	2	1	19305643
Q15910	P35226	EZH2	BMI1	True	True	False	True	True	False	2	CollecTRI:19351856;CollecTRI:21465172	CollecTRI;ExTRI_CollecTRI	2	1	2	19351856;21465172
O43474	O15392	KLF4	BIRC5	True	False	True	True	False	True	3	CollecTRI:19361279;DoRothEA:19361279;HTRIdb:19361279	CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	9	3	1	19361279
P37231	P14735	PPARG	IDE	True	True	False	True	True	False	1	CollecTRI:19383491	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	1	19383491
P40763	Q13873	STAT3	BMPR2	True	False	True	True	False	True	1	CollecTRI:19390056	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	1	19390056
Q9BUP3	P29323	HTATIP2	EPHB2	True	True	False	True	True	False	1	CollecTRI:19423615	CollecTRI;ExTRI_CollecTRI	2	1	1	19423615
Q8TF68	P08047	ZNF384	SP1	True	True	False	True	True	False	1	CollecTRI:19429913	CollecTRI;ExTRI_CollecTRI	2	1	1	19429913
P25490	P02786	YY1	TFRC	True	True	False	True	True	False	3	CollecTRI:17125792;CollecTRI:19437620;DoRothEA:19437620	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	2	17125792;19437620
Q9Y6Q9	Q969W9	NCOA3	PMEPA1	True	True	False	True	True	False	1	CollecTRI:19463689	CollecTRI;ExTRI_CollecTRI	2	1	1	19463689
Q12778	O15392	FOXO1	BIRC5	True	False	True	True	False	True	3	CollecTRI:15632117;CollecTRI:19470765;CollecTRI:22468883	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI	4	1	3	15632117;19470765;22468883
